 time       v(/in)     v(/out)   
 6.050e-04  9.677e-01  4.945e+00 
 6.060e-04  9.554e-01  4.948e+00 
 6.070e-04  9.430e-01  4.951e+00 
 6.080e-04  9.308e-01  4.954e+00 
 6.090e-04  9.186e-01  4.956e+00 
 6.100e-04  9.064e-01  4.959e+00 
 6.110e-04  8.944e-01  4.961e+00 
 6.120e-04  8.824e-01  4.963e+00 
 6.130e-04  8.704e-01  4.966e+00 
 6.140e-04  8.585e-01  4.968e+00 
 6.150e-04  8.467e-01  4.970e+00 
 6.160e-04  8.350e-01  4.972e+00 
 6.170e-04  8.233e-01  4.973e+00 
 6.180e-04  8.117e-01  4.975e+00 
 6.190e-04  8.001e-01  4.977e+00 
 6.200e-04  7.886e-01  4.978e+00 
 6.210e-04  7.772e-01  4.980e+00 
 6.220e-04  7.659e-01  4.981e+00 
 6.230e-04  7.546e-01  4.983e+00 
 6.240e-04  7.434e-01  4.984e+00 
 6.250e-04  7.322e-01  4.985e+00 
 6.260e-04  7.212e-01  4.987e+00 
 6.270e-04  7.102e-01  4.988e+00 
 6.280e-04  6.992e-01  4.989e+00 
 6.290e-04  6.884e-01  4.990e+00 
 6.300e-04  6.776e-01  4.991e+00 
 6.310e-04  6.669e-01  4.991e+00 
 6.320e-04  6.562e-01  4.992e+00 
 6.330e-04  6.457e-01  4.993e+00 
 6.340e-04  6.352e-01  4.994e+00 
 6.350e-04  6.247e-01  4.994e+00 
 6.360e-04  6.144e-01  4.995e+00 
 6.370e-04  6.041e-01  4.995e+00 
 6.380e-04  5.939e-01  4.996e+00 
 6.390e-04  5.838e-01  4.996e+00 
 6.400e-04  5.737e-01  4.996e+00 
 6.410e-04  5.638e-01  4.997e+00 
 6.420e-04  5.539e-01  4.997e+00 
 6.430e-04  5.440e-01  4.997e+00 
 6.440e-04  5.343e-01  4.997e+00 
 6.450e-04  5.246e-01  4.997e+00 
 6.460e-04  5.150e-01  4.998e+00 
 6.470e-04  5.055e-01  4.998e+00 
 6.480e-04  4.961e-01  4.998e+00 
 6.490e-04  4.867e-01  4.998e+00 
 6.500e-04  4.775e-01  4.998e+00 
 6.510e-04  4.683e-01  4.998e+00 
 6.520e-04  4.592e-01  4.998e+00 
 6.530e-04  4.501e-01  4.998e+00 
 6.540e-04  4.412e-01  4.998e+00 
 6.550e-04  4.323e-01  4.998e+00 
 6.560e-04  4.235e-01  4.998e+00 
 6.570e-04  4.148e-01  4.998e+00 
 6.580e-04  4.062e-01  4.998e+00 
 6.590e-04  3.976e-01  4.998e+00 
 6.600e-04  3.892e-01  4.998e+00 
 6.610e-04  3.808e-01  4.998e+00 
 6.620e-04  3.725e-01  4.998e+00 
 6.630e-04  3.643e-01  4.998e+00 
 6.640e-04  3.562e-01  4.998e+00 
 6.650e-04  3.482e-01  4.998e+00 
 6.660e-04  3.402e-01  4.998e+00 
 6.670e-04  3.323e-01  4.998e+00 
 6.680e-04  3.245e-01  4.998e+00 
 6.690e-04  3.169e-01  4.998e+00 
 6.700e-04  3.092e-01  4.998e+00 
 6.710e-04  3.017e-01  4.998e+00 
 6.720e-04  2.943e-01  4.998e+00 
 6.730e-04  2.869e-01  4.998e+00 
 6.740e-04  2.797e-01  4.998e+00 
 6.750e-04  2.725e-01  4.998e+00 
 6.760e-04  2.654e-01  4.998e+00 
 6.770e-04  2.584e-01  4.998e+00 
 6.780e-04  2.515e-01  4.998e+00 
 6.790e-04  2.447e-01  4.998e+00 
 6.800e-04  2.379e-01  4.998e+00 
 6.810e-04  2.313e-01  4.998e+00 
 6.820e-04  2.247e-01  4.998e+00 
 6.830e-04  2.183e-01  4.998e+00 
 6.840e-04  2.119e-01  4.998e+00 
 6.850e-04  2.056e-01  4.998e+00 
 6.860e-04  1.994e-01  4.998e+00 
 6.870e-04  1.933e-01  4.998e+00 
 6.880e-04  1.873e-01  4.998e+00 
 6.890e-04  1.814e-01  4.998e+00 
 6.900e-04  1.756e-01  4.998e+00 
 6.910e-04  1.698e-01  4.998e+00 
 6.920e-04  1.642e-01  4.998e+00 
 6.930e-04  1.586e-01  4.998e+00 
 6.940e-04  1.532e-01  4.998e+00 
 6.950e-04  1.478e-01  4.998e+00 
 6.960e-04  1.425e-01  4.998e+00 
 6.970e-04  1.374e-01  4.998e+00 
 6.980e-04  1.323e-01  4.998e+00 
 6.990e-04  1.273e-01  4.998e+00 
 7.000e-04  1.224e-01  4.998e+00 
 7.010e-04  1.176e-01  4.998e+00 
 7.020e-04  1.128e-01  4.998e+00 
 7.030e-04  1.082e-01  4.998e+00 
 7.040e-04  1.037e-01  4.998e+00 
 7.050e-04  9.928e-02  4.998e+00 
 7.060e-04  9.494e-02  4.998e+00 
 7.070e-04  9.070e-02  4.998e+00 
 7.080e-04  8.656e-02  4.998e+00 
 7.090e-04  8.251e-02  4.998e+00 
 7.100e-04  7.855e-02  4.998e+00 
 7.110e-04  7.469e-02  4.998e+00 
 7.120e-04  7.093e-02  4.998e+00 
 7.130e-04  6.726e-02  4.998e+00 
 7.140e-04  6.369e-02  4.998e+00 
 7.150e-04  6.022e-02  4.998e+00 
 7.160e-04  5.684e-02  4.998e+00 
 7.170e-04  5.356e-02  4.998e+00 
 7.180e-04  5.037e-02  4.998e+00 
 7.190e-04  4.728e-02  4.998e+00 
 7.200e-04  4.429e-02  4.998e+00 
 7.210e-04  4.140e-02  4.998e+00 
 7.220e-04  3.860e-02  4.998e+00 
 7.230e-04  3.590e-02  4.998e+00 
 7.240e-04  3.329e-02  4.998e+00 
 7.250e-04  3.079e-02  4.998e+00 
 7.260e-04  2.838e-02  4.998e+00 
 7.270e-04  2.607e-02  4.998e+00 
 7.280e-04  2.386e-02  4.998e+00 
 7.290e-04  2.174e-02  4.998e+00 
 7.300e-04  1.972e-02  4.998e+00 
 7.310e-04  1.780e-02  4.998e+00 
 7.320e-04  1.598e-02  4.998e+00 
 7.330e-04  1.426e-02  4.998e+00 
 7.340e-04  1.263e-02  4.998e+00 
 7.350e-04  1.110e-02  4.998e+00 
 7.360e-04  9.676e-03  4.998e+00 
 7.370e-04  8.345e-03  4.998e+00 
 7.380e-04  7.113e-03  4.998e+00 
 7.390e-04  5.979e-03  4.998e+00 
 7.400e-04  4.943e-03  4.998e+00 
 7.410e-04  4.006e-03  4.998e+00 
 7.420e-04  3.168e-03  4.998e+00 
 7.430e-04  2.428e-03  4.998e+00 
 7.440e-04  1.786e-03  4.998e+00 
 7.450e-04  1.244e-03  4.998e+00 
 7.460e-04  7.995e-04  4.998e+00 
 7.470e-04  4.541e-04  4.998e+00 
 7.480e-04  2.073e-04  4.998e+00 
 7.490e-04  5.930e-05  4.998e+00 
 7.500e-04  9.949e-06  4.998e+00 
 7.510e-04  5.930e-05  4.998e+00 
 7.520e-04  2.073e-04  4.998e+00 
 7.530e-04  4.541e-04  4.998e+00 
 7.540e-04  7.995e-04  4.998e+00 
 7.550e-04  1.244e-03  4.998e+00 
 7.560e-04  1.786e-03  4.998e+00 
 7.570e-04  2.428e-03  4.998e+00 
 7.580e-04  3.168e-03  4.998e+00 
 7.590e-04  4.006e-03  4.998e+00 
 7.600e-04  4.943e-03  4.998e+00 
 7.610e-04  5.979e-03  4.998e+00 
 7.620e-04  7.113e-03  4.998e+00 
 7.630e-04  8.345e-03  4.998e+00 
 7.640e-04  9.676e-03  4.998e+00 
 7.650e-04  1.110e-02  4.998e+00 
 7.660e-04  1.263e-02  4.998e+00 
 7.670e-04  1.426e-02  4.998e+00 
 7.680e-04  1.598e-02  4.998e+00 
 7.690e-04  1.780e-02  4.998e+00 
 7.700e-04  1.972e-02  4.998e+00 
 7.710e-04  2.174e-02  4.998e+00 
 7.720e-04  2.386e-02  4.998e+00 
 7.730e-04  2.607e-02  4.998e+00 
 7.740e-04  2.838e-02  4.998e+00 
 7.750e-04  3.079e-02  4.998e+00 
 7.760e-04  3.329e-02  4.998e+00 
 7.770e-04  3.590e-02  4.998e+00 
 7.780e-04  3.860e-02  4.998e+00 
 7.790e-04  4.140e-02  4.998e+00 
 7.800e-04  4.429e-02  4.998e+00 
 7.810e-04  4.728e-02  4.998e+00 
 7.820e-04  5.037e-02  4.998e+00 
 7.830e-04  5.356e-02  4.998e+00 
 7.840e-04  5.684e-02  4.998e+00 
 7.850e-04  6.022e-02  4.998e+00 
 7.860e-04  6.369e-02  4.998e+00 
 7.870e-04  6.726e-02  4.998e+00 
 7.880e-04  7.093e-02  4.998e+00 
 7.890e-04  7.469e-02  4.998e+00 
 7.900e-04  7.855e-02  4.998e+00 
 7.910e-04  8.251e-02  4.998e+00 
 7.920e-04  8.656e-02  4.998e+00 
 7.930e-04  9.070e-02  4.998e+00 
 7.940e-04  9.494e-02  4.998e+00 
 7.950e-04  9.928e-02  4.998e+00 
 7.960e-04  1.037e-01  4.998e+00 
 7.970e-04  1.082e-01  4.998e+00 
 7.980e-04  1.128e-01  4.998e+00 
 7.990e-04  1.176e-01  4.998e+00 
 8.000e-04  1.224e-01  4.998e+00 
 8.010e-04  1.273e-01  4.998e+00 
 8.020e-04  1.323e-01  4.998e+00 
 8.030e-04  1.374e-01  4.998e+00 
 8.040e-04  1.425e-01  4.998e+00 
 8.050e-04  1.478e-01  4.998e+00 
 8.060e-04  1.532e-01  4.998e+00 
 8.070e-04  1.586e-01  4.998e+00 
 8.080e-04  1.642e-01  4.998e+00 
 8.090e-04  1.698e-01  4.998e+00 
 8.100e-04  1.756e-01  4.998e+00 
 8.110e-04  1.814e-01  4.998e+00 
 8.120e-04  1.873e-01  4.998e+00 
 8.130e-04  1.933e-01  4.998e+00 
 8.140e-04  1.994e-01  4.998e+00 
 8.150e-04  2.056e-01  4.998e+00 
 8.160e-04  2.119e-01  4.998e+00 
 8.170e-04  2.183e-01  4.998e+00 
 8.180e-04  2.247e-01  4.998e+00 
 8.190e-04  2.313e-01  4.998e+00 
 8.200e-04  2.379e-01  4.998e+00 
 8.210e-04  2.447e-01  4.998e+00 
 8.220e-04  2.515e-01  4.998e+00 
 8.230e-04  2.584e-01  4.998e+00 
 8.240e-04  2.654e-01  4.998e+00 
 8.250e-04  2.725e-01  4.998e+00 
 8.260e-04  2.797e-01  4.998e+00 
 8.270e-04  2.869e-01  4.998e+00 
 8.280e-04  2.943e-01  4.998e+00 
 8.290e-04  3.017e-01  4.998e+00 
 8.300e-04  3.092e-01  4.998e+00 
 8.310e-04  3.169e-01  4.998e+00 
 8.320e-04  3.245e-01  4.998e+00 
 8.330e-04  3.323e-01  4.998e+00 
 8.340e-04  3.402e-01  4.998e+00 
 8.350e-04  3.482e-01  4.998e+00 
 8.360e-04  3.562e-01  4.998e+00 
 8.370e-04  3.643e-01  4.998e+00 
 8.380e-04  3.725e-01  4.998e+00 
 8.390e-04  3.808e-01  4.998e+00 
 8.400e-04  3.892e-01  4.998e+00 
 8.410e-04  3.976e-01  4.998e+00 
 8.420e-04  4.062e-01  4.998e+00 
 8.430e-04  4.148e-01  4.998e+00 
 8.440e-04  4.235e-01  4.998e+00 
 8.450e-04  4.323e-01  4.998e+00 
 8.460e-04  4.412e-01  4.998e+00 
 8.470e-04  4.501e-01  4.998e+00 
 8.480e-04  4.592e-01  4.998e+00 
 8.490e-04  4.683e-01  4.998e+00 
 8.500e-04  4.775e-01  4.998e+00 
 8.510e-04  4.867e-01  4.998e+00 
 8.520e-04  4.961e-01  4.998e+00 
 8.530e-04  5.055e-01  4.998e+00 
 8.540e-04  5.150e-01  4.998e+00 
 8.550e-04  5.246e-01  4.997e+00 
 8.560e-04  5.343e-01  4.997e+00 
 8.570e-04  5.440e-01  4.997e+00 
 8.580e-04  5.539e-01  4.997e+00 
 8.590e-04  5.638e-01  4.997e+00 
 8.600e-04  5.737e-01  4.996e+00 
 8.610e-04  5.838e-01  4.996e+00 
 8.620e-04  5.939e-01  4.996e+00 
 8.630e-04  6.041e-01  4.995e+00 
 8.640e-04  6.144e-01  4.995e+00 
 8.650e-04  6.247e-01  4.994e+00 
 8.660e-04  6.352e-01  4.994e+00 
 8.670e-04  6.457e-01  4.993e+00 
 8.680e-04  6.562e-01  4.992e+00 
 8.690e-04  6.669e-01  4.991e+00 
 8.700e-04  6.776e-01  4.991e+00 
 8.710e-04  6.884e-01  4.990e+00 
 8.720e-04  6.992e-01  4.989e+00 
 8.730e-04  7.102e-01  4.988e+00 
 8.740e-04  7.212e-01  4.987e+00 
 8.750e-04  7.322e-01  4.985e+00 
 8.760e-04  7.434e-01  4.984e+00 
 8.770e-04  7.546e-01  4.983e+00 
 8.780e-04  7.659e-01  4.981e+00 
 8.790e-04  7.772e-01  4.980e+00 
 8.800e-04  7.886e-01  4.978e+00 
 8.810e-04  8.001e-01  4.977e+00 
 8.820e-04  8.117e-01  4.975e+00 
 8.830e-04  8.233e-01  4.973e+00 
 8.840e-04  8.350e-01  4.972e+00 
 8.850e-04  8.467e-01  4.970e+00 
 8.860e-04  8.585e-01  4.968e+00 
 8.870e-04  8.704e-01  4.966e+00 
 8.880e-04  8.824e-01  4.963e+00 
 8.890e-04  8.944e-01  4.961e+00 
 8.900e-04  9.064e-01  4.959e+00 
 8.910e-04  9.186e-01  4.956e+00 
 8.920e-04  9.308e-01  4.954e+00 
 8.930e-04  9.430e-01  4.951e+00 
 8.940e-04  9.554e-01  4.948e+00 
 8.950e-04  9.677e-01  4.945e+00 
 8.960e-04  9.802e-01  4.942e+00 
 8.970e-04  9.927e-01  4.939e+00 
 8.980e-04  1.005e+00  4.936e+00 
 8.990e-04  1.018e+00  4.933e+00 
 9.000e-04  1.031e+00  4.929e+00 
 9.010e-04  1.043e+00  4.926e+00 
 9.020e-04  1.056e+00  4.922e+00 
 9.030e-04  1.069e+00  4.918e+00 
 9.040e-04  1.082e+00  4.914e+00 
 9.050e-04  1.095e+00  4.910e+00 
 9.060e-04  1.108e+00  4.906e+00 
 9.070e-04  1.121e+00  4.902e+00 
 9.080e-04  1.134e+00  4.897e+00 
 9.090e-04  1.147e+00  4.893e+00 
 9.100e-04  1.160e+00  4.888e+00 
 9.110e-04  1.174e+00  4.883e+00 
 9.120e-04  1.187e+00  4.878e+00 
 9.130e-04  1.200e+00  4.873e+00 
 9.140e-04  1.214e+00  4.868e+00 
 9.150e-04  1.227e+00  4.862e+00 
 9.160e-04  1.241e+00  4.857e+00 
 9.170e-04  1.255e+00  4.851e+00 
 9.180e-04  1.268e+00  4.845e+00 
 9.190e-04  1.282e+00  4.839e+00 
 9.200e-04  1.296e+00  4.833e+00 
 9.210e-04  1.309e+00  4.826e+00 
 9.220e-04  1.323e+00  4.819e+00 
 9.230e-04  1.337e+00  4.813e+00 
 9.240e-04  1.351e+00  4.806e+00 
 9.250e-04  1.365e+00  4.798e+00 
 9.260e-04  1.379e+00  4.791e+00 
 9.270e-04  1.393e+00  4.783e+00 
 9.280e-04  1.407e+00  4.776e+00 
 9.290e-04  1.421e+00  4.768e+00 
 9.300e-04  1.436e+00  4.759e+00 
 9.310e-04  1.450e+00  4.751e+00 
 9.320e-04  1.464e+00  4.742e+00 
 9.330e-04  1.478e+00  4.733e+00 
 9.340e-04  1.493e+00  4.724e+00 
 9.350e-04  1.507e+00  4.715e+00 
 9.360e-04  1.522e+00  4.705e+00 
 9.370e-04  1.536e+00  4.695e+00 
 9.380e-04  1.551e+00  4.685e+00 
 9.390e-04  1.565e+00  4.675e+00 
 9.400e-04  1.580e+00  4.664e+00 
 9.410e-04  1.594e+00  4.653e+00 
 9.420e-04  1.609e+00  4.642e+00 
 9.430e-04  1.624e+00  4.631e+00 
 9.440e-04  1.638e+00  4.619e+00 
 9.450e-04  1.653e+00  4.607e+00 
 9.460e-04  1.668e+00  4.594e+00 
 9.470e-04  1.683e+00  4.582e+00 
 9.480e-04  1.698e+00  4.568e+00 
 9.490e-04  1.713e+00  4.555e+00 
 9.500e-04  1.727e+00  4.541e+00 
 9.510e-04  1.742e+00  4.527e+00 
 9.520e-04  1.757e+00  4.513e+00 
 9.530e-04  1.772e+00  4.498e+00 
 9.540e-04  1.787e+00  4.483e+00 
 9.550e-04  1.803e+00  4.467e+00 
 9.560e-04  1.818e+00  4.451e+00 
 9.570e-04  1.833e+00  4.435e+00 
 9.580e-04  1.848e+00  4.418e+00 
 9.590e-04  1.863e+00  4.400e+00 
 9.600e-04  1.878e+00  4.382e+00 
 9.610e-04  1.894e+00  4.364e+00 
 9.620e-04  1.909e+00  4.345e+00 
 9.630e-04  1.924e+00  4.326e+00 
 9.640e-04  1.939e+00  4.306e+00 
 9.650e-04  1.955e+00  4.286e+00 
 9.660e-04  1.970e+00  4.265e+00 
 9.670e-04  1.985e+00  4.243e+00 
 9.680e-04  2.001e+00  4.221e+00 
 9.690e-04  2.016e+00  4.198e+00 
 9.700e-04  2.032e+00  4.174e+00 
 9.710e-04  2.047e+00  4.150e+00 
 9.720e-04  2.062e+00  4.125e+00 
 9.730e-04  2.078e+00  4.099e+00 
 9.740e-04  2.093e+00  4.072e+00 
 9.750e-04  2.109e+00  4.045e+00 
 9.760e-04  2.124e+00  4.016e+00 
 9.770e-04  2.140e+00  3.987e+00 
 9.780e-04  2.156e+00  3.956e+00 
 9.790e-04  2.171e+00  3.925e+00 
 9.800e-04  2.187e+00  3.892e+00 
 9.810e-04  2.202e+00  3.858e+00 
 9.820e-04  2.218e+00  3.823e+00 
 9.830e-04  2.233e+00  3.786e+00 
 9.840e-04  2.249e+00  3.748e+00 
 9.850e-04  2.265e+00  3.708e+00 
 9.860e-04  2.280e+00  3.666e+00 
 9.870e-04  2.296e+00  3.622e+00 
 9.880e-04  2.312e+00  3.576e+00 
 9.890e-04  2.327e+00  3.528e+00 
 9.900e-04  2.343e+00  3.477e+00 
 9.910e-04  2.359e+00  3.423e+00 
 9.920e-04  2.374e+00  3.366e+00 
 9.930e-04  2.390e+00  3.304e+00 
 9.940e-04  2.406e+00  3.238e+00 
 9.950e-04  2.421e+00  3.166e+00 
 9.960e-04  2.437e+00  3.087e+00 
 9.970e-04  2.453e+00  3.000e+00 
 9.980e-04  2.469e+00  2.901e+00 
 9.990e-04  2.484e+00  2.784e+00 
 1.000e-03  2.500e+00  2.641e+00 
 1.001e-03  2.516e+00  2.435e+00 
 1.002e-03  2.531e+00  1.972e+00 
 1.003e-03  2.547e+00  1.702e+00 
 1.004e-03  2.563e+00  1.583e+00 
 1.005e-03  2.579e+00  1.496e+00 
 1.006e-03  2.594e+00  1.425e+00 
 1.007e-03  2.610e+00  1.364e+00 
 1.008e-03  2.626e+00  1.310e+00 
 1.009e-03  2.641e+00  1.262e+00 
 1.010e-03  2.657e+00  1.217e+00 
 1.011e-03  2.673e+00  1.177e+00 
 1.012e-03  2.688e+00  1.139e+00 
 1.013e-03  2.704e+00  1.103e+00 
 1.014e-03  2.720e+00  1.070e+00 
 1.015e-03  2.735e+00  1.039e+00 
 1.016e-03  2.751e+00  1.009e+00 
 1.017e-03  2.767e+00  9.812e-01 
 1.018e-03  2.782e+00  9.544e-01 
 1.019e-03  2.798e+00  9.289e-01 
 1.020e-03  2.813e+00  9.045e-01 
 1.021e-03  2.829e+00  8.812e-01 
 1.022e-03  2.844e+00  8.588e-01 
 1.023e-03  2.860e+00  8.372e-01 
 1.024e-03  2.876e+00  8.165e-01 
 1.025e-03  2.891e+00  7.966e-01 
 1.026e-03  2.907e+00  7.773e-01 
 1.027e-03  2.922e+00  7.588e-01 
 1.028e-03  2.938e+00  7.408e-01 
 1.029e-03  2.953e+00  7.235e-01 
 1.030e-03  2.968e+00  7.067e-01 
 1.031e-03  2.984e+00  6.904e-01 
 1.032e-03  2.999e+00  6.746e-01 
 1.033e-03  3.015e+00  6.593e-01 
 1.034e-03  3.030e+00  6.445e-01 
 1.035e-03  3.045e+00  6.301e-01 
 1.036e-03  3.061e+00  6.161e-01 
 1.037e-03  3.076e+00  6.025e-01 
 1.038e-03  3.091e+00  5.892e-01 
 1.039e-03  3.106e+00  5.763e-01 
 1.040e-03  3.122e+00  5.638e-01 
 1.041e-03  3.137e+00  5.516e-01 
 1.042e-03  3.152e+00  5.397e-01 
 1.043e-03  3.167e+00  5.281e-01 
 1.044e-03  3.182e+00  5.168e-01 
 1.045e-03  3.197e+00  5.058e-01 
 1.046e-03  3.213e+00  4.951e-01 
 1.047e-03  3.228e+00  4.846e-01 
 1.048e-03  3.243e+00  4.744e-01 
 1.049e-03  3.258e+00  4.644e-01 
 1.050e-03  3.273e+00  4.547e-01 
 1.051e-03  3.287e+00  4.452e-01 
 1.052e-03  3.302e+00  4.359e-01 
 1.053e-03  3.317e+00  4.268e-01 
 1.054e-03  3.332e+00  4.179e-01 
 1.055e-03  3.347e+00  4.093e-01 
 1.056e-03  3.362e+00  4.008e-01 
 1.057e-03  3.376e+00  3.925e-01 
 1.058e-03  3.391e+00  3.844e-01 
 1.059e-03  3.406e+00  3.765e-01 
 1.060e-03  3.420e+00  3.687e-01 
 1.061e-03  3.435e+00  3.611e-01 
 1.062e-03  3.449e+00  3.537e-01 
 1.063e-03  3.464e+00  3.465e-01 
 1.064e-03  3.478e+00  3.394e-01 
 1.065e-03  3.493e+00  3.324e-01 
 1.066e-03  3.507e+00  3.256e-01 
 1.067e-03  3.522e+00  3.190e-01 
 1.068e-03  3.536e+00  3.125e-01 
 1.069e-03  3.550e+00  3.061e-01 
 1.070e-03  3.564e+00  2.998e-01 
 1.071e-03  3.579e+00  2.937e-01 
 1.072e-03  3.593e+00  2.877e-01 
 1.073e-03  3.607e+00  2.818e-01 
 1.074e-03  3.621e+00  2.761e-01 
 1.075e-03  3.635e+00  2.705e-01 
 1.076e-03  3.649e+00  2.650e-01 
 1.077e-03  3.663e+00  2.596e-01 
 1.078e-03  3.677e+00  2.543e-01 
 1.079e-03  3.691e+00  2.491e-01 
 1.080e-03  3.704e+00  2.440e-01 
 1.081e-03  3.718e+00  2.390e-01 
 1.082e-03  3.732e+00  2.341e-01 
 1.083e-03  3.745e+00  2.294e-01 
 1.084e-03  3.759e+00  2.247e-01 
 1.085e-03  3.773e+00  2.201e-01 
 1.086e-03  3.786e+00  2.156e-01 
 1.087e-03  3.800e+00  2.112e-01 
 1.088e-03  3.813e+00  2.069e-01 
 1.089e-03  3.826e+00  2.026e-01 
 1.090e-03  3.840e+00  1.985e-01 
 1.091e-03  3.853e+00  1.944e-01 
 1.092e-03  3.866e+00  1.904e-01 
 1.093e-03  3.879e+00  1.865e-01 
 1.094e-03  3.892e+00  1.827e-01 
 1.095e-03  3.905e+00  1.789e-01 
 1.096e-03  3.918e+00  1.752e-01 
 1.097e-03  3.931e+00  1.716e-01 
 1.098e-03  3.944e+00  1.681e-01 
 1.099e-03  3.957e+00  1.646e-01 
 1.100e-03  3.969e+00  1.612e-01 
 1.101e-03  3.982e+00  1.579e-01 
 1.102e-03  3.995e+00  1.547e-01 
 1.103e-03  4.007e+00  1.515e-01 
 1.104e-03  4.020e+00  1.483e-01 
 1.105e-03  4.032e+00  1.452e-01 
 1.106e-03  4.045e+00  1.422e-01 
 1.107e-03  4.057e+00  1.393e-01 
 1.108e-03  4.069e+00  1.364e-01 
 1.109e-03  4.081e+00  1.336e-01 
 1.110e-03  4.094e+00  1.308e-01 
 1.111e-03  4.106e+00  1.281e-01 
 1.112e-03  4.118e+00  1.254e-01 
 1.113e-03  4.130e+00  1.228e-01 
 1.114e-03  4.141e+00  1.202e-01 
 1.115e-03  4.153e+00  1.177e-01 
 1.116e-03  4.165e+00  1.152e-01 
 1.117e-03  4.177e+00  1.128e-01 
 1.118e-03  4.188e+00  1.105e-01 
 1.119e-03  4.200e+00  1.082e-01 
 1.120e-03  4.211e+00  1.059e-01 
 1.121e-03  4.223e+00  1.037e-01 
 1.122e-03  4.234e+00  1.015e-01 
 1.123e-03  4.245e+00  9.935e-02 
 1.124e-03  4.257e+00  9.726e-02 
 1.125e-03  4.268e+00  9.521e-02 
 1.126e-03  4.279e+00  9.321e-02 
 1.127e-03  4.290e+00  9.124e-02 
 1.128e-03  4.301e+00  8.932e-02 
 1.129e-03  4.312e+00  8.743e-02 
 1.130e-03  4.322e+00  8.559e-02 
 1.131e-03  4.333e+00  8.378e-02 
 1.132e-03  4.344e+00  8.201e-02 
 1.133e-03  4.354e+00  8.027e-02 
 1.134e-03  4.365e+00  7.857e-02 
 1.135e-03  4.375e+00  7.691e-02 
 1.136e-03  4.386e+00  7.528e-02 
 1.137e-03  4.396e+00  7.369e-02 
 1.138e-03  4.406e+00  7.213e-02 
 1.139e-03  4.416e+00  7.060e-02 
 1.140e-03  4.426e+00  6.911e-02 
 1.141e-03  4.436e+00  6.764e-02 
 1.142e-03  4.446e+00  6.621e-02 
 1.143e-03  4.456e+00  6.480e-02 
 1.144e-03  4.466e+00  6.343e-02 
 1.145e-03  4.475e+00  6.209e-02 
 1.146e-03  4.485e+00  6.078e-02 
 1.147e-03  4.494e+00  5.949e-02 
 1.148e-03  4.504e+00  5.823e-02 
 1.149e-03  4.513e+00  5.700e-02 
 1.150e-03  4.523e+00  5.580e-02 
 1.151e-03  4.532e+00  5.462e-02 
 1.152e-03  4.541e+00  5.346e-02 
 1.153e-03  4.550e+00  5.234e-02 
 1.154e-03  4.559e+00  5.124e-02 
 1.155e-03  4.568e+00  5.016e-02 
 1.156e-03  4.576e+00  4.910e-02 
 1.157e-03  4.585e+00  4.807e-02 
 1.158e-03  4.594e+00  4.706e-02 
 1.159e-03  4.602e+00  4.608e-02 
 1.160e-03  4.611e+00  4.512e-02 
 1.161e-03  4.619e+00  4.417e-02 
 1.162e-03  4.627e+00  4.325e-02 
 1.163e-03  4.636e+00  4.235e-02 
 1.164e-03  4.644e+00  4.148e-02 
 1.165e-03  4.652e+00  4.062e-02 
 1.166e-03  4.660e+00  3.978e-02 
 1.167e-03  4.668e+00  3.896e-02 
 1.168e-03  4.675e+00  3.816e-02 
 1.169e-03  4.683e+00  3.738e-02 
 1.170e-03  4.691e+00  3.661e-02 
 1.171e-03  4.698e+00  3.587e-02 
 1.172e-03  4.706e+00  3.514e-02 
 1.173e-03  4.713e+00  3.443e-02 
 1.174e-03  4.720e+00  3.374e-02 
 1.175e-03  4.728e+00  3.306e-02 
 1.176e-03  4.735e+00  3.240e-02 
 1.177e-03  4.742e+00  3.175e-02 
 1.178e-03  4.749e+00  3.112e-02 
 1.179e-03  4.755e+00  3.051e-02 
 1.180e-03  4.762e+00  2.991e-02 
 1.181e-03  4.769e+00  2.933e-02 
 1.182e-03  4.775e+00  2.876e-02 
 1.183e-03  4.782e+00  2.820e-02 
 1.184e-03  4.788e+00  2.766e-02 
 1.185e-03  4.794e+00  2.713e-02 
 1.186e-03  4.801e+00  2.662e-02 
 1.187e-03  4.807e+00  2.612e-02 
 1.188e-03  4.813e+00  2.563e-02 
 1.189e-03  4.819e+00  2.515e-02 
 1.190e-03  4.824e+00  2.469e-02 
 1.191e-03  4.830e+00  2.424e-02 
 1.192e-03  4.836e+00  2.380e-02 
 1.193e-03  4.841e+00  2.337e-02 
 1.194e-03  4.847e+00  2.296e-02 
 1.195e-03  4.852e+00  2.255e-02 
 1.196e-03  4.857e+00  2.216e-02 
 1.197e-03  4.863e+00  2.177e-02 
 1.198e-03  4.868e+00  2.140e-02 
 1.199e-03  4.873e+00  2.104e-02 
 1.200e-03  4.878e+00  2.069e-02 
 1.201e-03  4.882e+00  2.035e-02 
 1.202e-03  4.887e+00  2.002e-02 
 1.203e-03  4.892e+00  1.969e-02 
 1.204e-03  4.896e+00  1.938e-02 
 1.205e-03  4.901e+00  1.908e-02 
 1.206e-03  4.905e+00  1.878e-02 
 1.207e-03  4.909e+00  1.850e-02 
 1.208e-03  4.913e+00  1.822e-02 
 1.209e-03  4.917e+00  1.795e-02 
 1.210e-03  4.921e+00  1.770e-02 
 1.211e-03  4.925e+00  1.744e-02 
 1.212e-03  4.929e+00  1.720e-02 
