 time     v(/out) 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.5e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.6e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.7e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.8e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 3.9e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.0e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.1e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.2e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.3e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
 4.4e-08  3.2e-02 
