 time     v(/out) 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.8e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 6.9e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.0e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.1e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.2e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.3e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.4e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.5e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.6e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
 7.7e-08  3.2e-02 
