 time       v(/in)     v(/out)    i(XU1:+IN) i(XU1:-IN) i(XU1:OUT)
 3.070e-03  4.256e-02  8.512e-02  1.809e-17 -1.809e-17 -4.256e-06 
 3.080e-03  4.816e-02  9.631e-02  1.753e-17 -1.753e-17 -4.815e-06 
 3.090e-03  5.356e-02  1.071e-01  1.688e-17 -1.688e-17 -5.356e-06 
 3.100e-03  5.876e-02  1.175e-01  1.619e-17 -1.619e-17 -5.875e-06 
 3.110e-03  6.372e-02  1.274e-01  1.540e-17 -1.540e-17 -6.372e-06 
 3.120e-03  6.843e-02  1.369e-01  1.458e-17 -1.458e-17 -6.843e-06 
 3.130e-03  7.287e-02  1.457e-01  1.369e-17 -1.369e-17 -7.287e-06 
 3.140e-03  7.702e-02  1.540e-01  1.275e-17 -1.275e-17 -7.702e-06 
 3.150e-03  8.087e-02  1.617e-01  1.175e-17 -1.175e-17 -8.087e-06 
 3.160e-03  8.440e-02  1.688e-01  1.072e-17 -1.072e-17 -8.440e-06 
 3.170e-03  8.760e-02  1.752e-01  9.630e-18 -9.630e-18 -8.760e-06 
 3.180e-03  9.045e-02  1.809e-01  8.522e-18 -8.522e-18 -9.045e-06 
 3.190e-03  9.294e-02  1.859e-01  7.358e-18 -7.358e-18 -9.294e-06 
 3.200e-03  9.507e-02  1.901e-01  6.187e-18 -6.187e-18 -9.507e-06 
 3.210e-03  9.682e-02  1.936e-01  4.969e-18 -4.969e-18 -9.682e-06 
 3.220e-03  9.819e-02  1.964e-01  3.754e-18 -3.754e-18 -9.819e-06 
 3.230e-03  9.917e-02  1.983e-01  2.502e-18 -2.502e-18 -9.917e-06 
 3.240e-03  9.976e-02  1.995e-01  1.263e-18 -1.263e-18 -9.976e-06 
 3.250e-03  9.996e-02  1.999e-01 -4.217e-21  4.217e-21 -9.996e-06 
 3.260e-03  9.976e-02  1.995e-01 -1.249e-18  1.249e-18 -9.976e-06 
 3.270e-03  9.917e-02  1.983e-01 -2.511e-18  2.511e-18 -9.917e-06 
 3.280e-03  9.819e-02  1.964e-01 -3.741e-18  3.741e-18 -9.819e-06 
 3.290e-03  9.682e-02  1.936e-01 -4.978e-18  4.978e-18 -9.682e-06 
 3.300e-03  9.507e-02  1.901e-01 -6.173e-18  6.173e-18 -9.507e-06 
 3.310e-03  9.294e-02  1.859e-01 -7.366e-18  7.366e-18 -9.294e-06 
 3.320e-03  9.045e-02  1.809e-01 -8.508e-18  8.508e-18 -9.045e-06 
 3.330e-03  8.760e-02  1.752e-01 -9.639e-18  9.639e-18 -8.760e-06 
 3.340e-03  8.440e-02  1.688e-01 -1.071e-17  1.071e-17 -8.440e-06 
 3.350e-03  8.087e-02  1.617e-01 -1.176e-17  1.176e-17 -8.087e-06 
 3.360e-03  7.702e-02  1.540e-01 -1.274e-17  1.274e-17 -7.702e-06 
 3.370e-03  7.287e-02  1.457e-01 -1.369e-17  1.369e-17 -7.287e-06 
 3.380e-03  6.843e-02  1.369e-01 -1.457e-17  1.457e-17 -6.843e-06 
 3.390e-03  6.372e-02  1.274e-01 -1.541e-17  1.541e-17 -6.372e-06 
 3.400e-03  5.875e-02  1.175e-01 -1.617e-17  1.617e-17 -5.876e-06 
 3.410e-03  5.356e-02  1.071e-01 -1.689e-17  1.689e-17 -5.356e-06 
 3.420e-03  4.816e-02  9.632e-02 -1.752e-17  1.752e-17 -4.816e-06 
 3.430e-03  4.256e-02  8.512e-02 -1.810e-17  1.810e-17 -4.256e-06 
 3.440e-03  3.680e-02  7.360e-02 -1.859e-17  1.859e-17 -3.680e-06 
 3.450e-03  3.089e-02  6.178e-02 -1.902e-17  1.902e-17 -3.089e-06 
 3.460e-03  2.486e-02  4.972e-02 -1.936e-17  1.936e-17 -2.486e-06 
 3.470e-03  1.873e-02  3.746e-02 -1.965e-17  1.965e-17 -1.873e-06 
 3.480e-03  1.253e-02  2.506e-02 -1.984e-17  1.984e-17 -1.253e-06 
 3.490e-03  6.276e-03  1.256e-02 -1.996e-17  1.996e-17 -6.278e-07 
 3.500e-03 -3.667e-07  3.265e-06 -1.999e-17  1.999e-17 -1.633e-10 
 3.510e-03 -6.277e-03 -1.255e-02 -1.996e-17  1.996e-17  6.275e-07 
 3.520e-03 -1.253e-02 -2.505e-02 -1.984e-17  1.984e-17  1.253e-06 
 3.530e-03 -1.873e-02 -3.746e-02 -1.965e-17  1.965e-17  1.873e-06 
 3.540e-03 -2.486e-02 -4.972e-02 -1.937e-17  1.937e-17  2.486e-06 
 3.550e-03 -3.089e-02 -6.178e-02 -1.903e-17  1.903e-17  3.089e-06 
 3.560e-03 -3.680e-02 -7.359e-02 -1.859e-17  1.859e-17  3.680e-06 
 3.570e-03 -4.256e-02 -8.512e-02 -1.810e-17  1.810e-17  4.256e-06 
 3.580e-03 -4.816e-02 -9.631e-02 -1.752e-17  1.752e-17  4.815e-06 
 3.590e-03 -5.356e-02 -1.071e-01 -1.689e-17  1.689e-17  5.356e-06 
 3.600e-03 -5.876e-02 -1.175e-01 -1.617e-17  1.617e-17  5.875e-06 
 3.610e-03 -6.372e-02 -1.274e-01 -1.542e-17  1.542e-17  6.372e-06 
 3.620e-03 -6.843e-02 -1.369e-01 -1.457e-17  1.457e-17  6.843e-06 
 3.630e-03 -7.287e-02 -1.457e-01 -1.370e-17  1.370e-17  7.287e-06 
 3.640e-03 -7.702e-02 -1.540e-01 -1.274e-17  1.274e-17  7.702e-06 
 3.650e-03 -8.087e-02 -1.617e-01 -1.176e-17  1.176e-17  8.087e-06 
 3.660e-03 -8.440e-02 -1.688e-01 -1.071e-17  1.071e-17  8.440e-06 
 3.670e-03 -8.760e-02 -1.752e-01 -9.641e-18  9.641e-18  8.760e-06 
 3.680e-03 -9.045e-02 -1.809e-01 -8.511e-18  8.511e-18  9.045e-06 
 3.690e-03 -9.294e-02 -1.859e-01 -7.368e-18  7.368e-18  9.294e-06 
 3.700e-03 -9.507e-02 -1.901e-01 -6.176e-18  6.176e-18  9.507e-06 
 3.710e-03 -9.682e-02 -1.936e-01 -4.980e-18  4.980e-18  9.682e-06 
 3.720e-03 -9.819e-02 -1.964e-01 -3.743e-18  3.743e-18  9.819e-06 
 3.730e-03 -9.917e-02 -1.983e-01 -2.513e-18  2.513e-18  9.917e-06 
 3.740e-03 -9.976e-02 -1.995e-01 -1.252e-18  1.252e-18  9.976e-06 
 3.750e-03 -9.996e-02 -1.999e-01 -6.528e-21  6.528e-21  9.996e-06 
 3.760e-03 -9.976e-02 -1.995e-01  1.260e-18 -1.260e-18  9.976e-06 
 3.770e-03 -9.917e-02 -1.983e-01  2.500e-18 -2.500e-18  9.917e-06 
 3.780e-03 -9.819e-02 -1.964e-01  3.751e-18 -3.751e-18  9.819e-06 
 3.790e-03 -9.682e-02 -1.936e-01  4.967e-18 -4.967e-18  9.682e-06 
 3.800e-03 -9.507e-02 -1.901e-01  6.184e-18 -6.184e-18  9.507e-06 
 3.810e-03 -9.294e-02 -1.859e-01  7.356e-18 -7.356e-18  9.294e-06 
 3.820e-03 -9.045e-02 -1.809e-01  8.519e-18 -8.519e-18  9.045e-06 
 3.830e-03 -8.760e-02 -1.752e-01  9.628e-18 -9.628e-18  8.760e-06 
 3.840e-03 -8.440e-02 -1.688e-01  1.072e-17 -1.072e-17  8.440e-06 
 3.850e-03 -8.087e-02 -1.617e-01  1.175e-17 -1.175e-17  8.087e-06 
 3.860e-03 -7.702e-02 -1.540e-01  1.275e-17 -1.275e-17  7.702e-06 
 3.870e-03 -7.287e-02 -1.457e-01  1.368e-17 -1.368e-17  7.287e-06 
 3.880e-03 -6.843e-02 -1.369e-01  1.458e-17 -1.458e-17  6.843e-06 
 3.890e-03 -6.372e-02 -1.274e-01  1.540e-17 -1.540e-17  6.372e-06 
 3.900e-03 -5.875e-02 -1.175e-01  1.618e-17 -1.618e-17  5.876e-06 
 3.910e-03 -5.356e-02 -1.071e-01  1.688e-17 -1.688e-17  5.356e-06 
 3.920e-03 -4.816e-02 -9.632e-02  1.753e-17 -1.753e-17  4.816e-06 
 3.930e-03 -4.256e-02 -8.512e-02  1.809e-17 -1.809e-17  4.256e-06 
 3.940e-03 -3.680e-02 -7.360e-02  1.860e-17 -1.860e-17  3.680e-06 
 3.950e-03 -3.089e-02 -6.178e-02  1.901e-17 -1.901e-17  3.089e-06 
 3.960e-03 -2.486e-02 -4.972e-02  1.938e-17 -1.938e-17  2.486e-06 
 3.970e-03 -1.873e-02 -3.746e-02  1.964e-17 -1.964e-17  1.873e-06 
 3.980e-03 -1.253e-02 -2.506e-02  1.985e-17 -1.985e-17  1.253e-06 
 3.990e-03 -6.276e-03 -1.256e-02  1.995e-17 -1.995e-17  6.278e-07 
 4.000e-03  3.667e-07 -3.267e-06  2.000e-17 -2.000e-17  1.634e-10 
 4.010e-03  6.277e-03  1.255e-02  1.995e-17 -1.995e-17 -6.275e-07 
 4.020e-03  1.253e-02  2.505e-02  1.985e-17 -1.985e-17 -1.253e-06 
 4.030e-03  1.873e-02  3.746e-02  1.964e-17 -1.964e-17 -1.873e-06 
 4.040e-03  2.486e-02  4.972e-02  1.938e-17 -1.938e-17 -2.486e-06 
 4.050e-03  3.089e-02  6.178e-02  1.902e-17 -1.902e-17 -3.089e-06 
 4.060e-03  3.680e-02  7.359e-02  1.860e-17 -1.860e-17 -3.680e-06 
 4.070e-03  4.256e-02  8.512e-02  1.809e-17 -1.809e-17 -4.256e-06 
 4.080e-03  4.816e-02  9.631e-02  1.753e-17 -1.753e-17 -4.815e-06 
 4.090e-03  5.356e-02  1.071e-01  1.688e-17 -1.688e-17 -5.356e-06 
 4.100e-03  5.876e-02  1.175e-01  1.618e-17 -1.618e-17 -5.875e-06 
 4.110e-03  6.372e-02  1.274e-01  1.541e-17 -1.541e-17 -6.372e-06 
 4.120e-03  6.843e-02  1.369e-01  1.458e-17 -1.458e-17 -6.843e-06 
 4.130e-03  7.287e-02  1.457e-01  1.369e-17 -1.369e-17 -7.287e-06 
 4.140e-03  7.702e-02  1.540e-01  1.275e-17 -1.275e-17 -7.702e-06 
 4.150e-03  8.087e-02  1.617e-01  1.175e-17 -1.175e-17 -8.087e-06 
 4.160e-03  8.440e-02  1.688e-01  1.072e-17 -1.072e-17 -8.440e-06 
 4.170e-03  8.760e-02  1.752e-01  9.631e-18 -9.631e-18 -8.760e-06 
 4.180e-03  9.045e-02  1.809e-01  8.521e-18 -8.521e-18 -9.045e-06 
 4.190e-03  9.294e-02  1.859e-01  7.358e-18 -7.358e-18 -9.294e-06 
 4.200e-03  9.507e-02  1.901e-01  6.186e-18 -6.186e-18 -9.507e-06 
 4.210e-03  9.682e-02  1.936e-01  4.970e-18 -4.970e-18 -9.682e-06 
 4.220e-03  9.819e-02  1.964e-01  3.754e-18 -3.754e-18 -9.819e-06 
 4.230e-03  9.917e-02  1.983e-01  2.503e-18 -2.503e-18 -9.917e-06 
 4.240e-03  9.976e-02  1.995e-01  1.262e-18 -1.262e-18 -9.976e-06 
 4.250e-03  9.996e-02  1.999e-01 -3.554e-21  3.554e-21 -9.996e-06 
 4.260e-03  9.976e-02  1.995e-01 -1.250e-18  1.250e-18 -9.976e-06 
 4.270e-03  9.917e-02  1.983e-01 -2.510e-18  2.510e-18 -9.917e-06 
 4.280e-03  9.819e-02  1.964e-01 -3.741e-18  3.741e-18 -9.819e-06 
 4.290e-03  9.682e-02  1.936e-01 -4.977e-18  4.977e-18 -9.682e-06 
 4.300e-03  9.507e-02  1.901e-01 -6.174e-18  6.174e-18 -9.507e-06 
 4.310e-03  9.294e-02  1.859e-01 -7.366e-18  7.366e-18 -9.294e-06 
 4.320e-03  9.045e-02  1.809e-01 -8.509e-18  8.509e-18 -9.045e-06 
 4.330e-03  8.760e-02  1.752e-01 -9.638e-18  9.638e-18 -8.760e-06 
 4.340e-03  8.440e-02  1.688e-01 -1.071e-17  1.071e-17 -8.440e-06 
 4.350e-03  8.087e-02  1.617e-01 -1.176e-17  1.176e-17 -8.087e-06 
 4.360e-03  7.702e-02  1.540e-01 -1.274e-17  1.274e-17 -7.702e-06 
 4.370e-03  7.287e-02  1.457e-01 -1.369e-17  1.369e-17 -7.287e-06 
 4.380e-03  6.843e-02  1.369e-01 -1.457e-17  1.457e-17 -6.843e-06 
 4.390e-03  6.372e-02  1.274e-01 -1.541e-17  1.541e-17 -6.372e-06 
 4.400e-03  5.875e-02  1.175e-01 -1.617e-17  1.617e-17 -5.876e-06 
 4.410e-03  5.356e-02  1.071e-01 -1.689e-17  1.689e-17 -5.356e-06 
 4.420e-03  4.816e-02  9.632e-02 -1.752e-17  1.752e-17 -4.816e-06 
 4.430e-03  4.256e-02  8.512e-02 -1.810e-17  1.810e-17 -4.256e-06 
 4.440e-03  3.680e-02  7.360e-02 -1.859e-17  1.859e-17 -3.680e-06 
 4.450e-03  3.089e-02  6.178e-02 -1.902e-17  1.902e-17 -3.089e-06 
 4.460e-03  2.486e-02  4.972e-02 -1.937e-17  1.937e-17 -2.486e-06 
 4.470e-03  1.873e-02  3.746e-02 -1.965e-17  1.965e-17 -1.873e-06 
 4.480e-03  1.253e-02  2.506e-02 -1.984e-17  1.984e-17 -1.253e-06 
 4.490e-03  6.276e-03  1.256e-02 -1.996e-17  1.996e-17 -6.278e-07 
 4.500e-03 -3.667e-07  3.265e-06 -1.999e-17  1.999e-17 -1.633e-10 
 4.510e-03 -6.277e-03 -1.255e-02 -1.996e-17  1.996e-17  6.275e-07 
 4.520e-03 -1.253e-02 -2.505e-02 -1.984e-17  1.984e-17  1.253e-06 
 4.530e-03 -1.873e-02 -3.746e-02 -1.965e-17  1.965e-17  1.873e-06 
 4.540e-03 -2.486e-02 -4.972e-02 -1.937e-17  1.937e-17  2.486e-06 
 4.550e-03 -3.089e-02 -6.178e-02 -1.902e-17  1.902e-17  3.089e-06 
 4.560e-03 -3.680e-02 -7.359e-02 -1.859e-17  1.859e-17  3.680e-06 
 4.570e-03 -4.256e-02 -8.512e-02 -1.810e-17  1.810e-17  4.256e-06 
 4.580e-03 -4.816e-02 -9.631e-02 -1.752e-17  1.752e-17  4.815e-06 
 4.590e-03 -5.356e-02 -1.071e-01 -1.689e-17  1.689e-17  5.356e-06 
 4.600e-03 -5.876e-02 -1.175e-01 -1.618e-17  1.618e-17  5.875e-06 
 4.610e-03 -6.372e-02 -1.274e-01 -1.541e-17  1.541e-17  6.372e-06 
 4.620e-03 -6.843e-02 -1.369e-01 -1.457e-17  1.457e-17  6.843e-06 
 4.630e-03 -7.287e-02 -1.457e-01 -1.370e-17  1.370e-17  7.287e-06 
 4.640e-03 -7.702e-02 -1.540e-01 -1.274e-17  1.274e-17  7.702e-06 
 4.650e-03 -8.087e-02 -1.617e-01 -1.176e-17  1.176e-17  8.087e-06 
 4.660e-03 -8.440e-02 -1.688e-01 -1.071e-17  1.071e-17  8.440e-06 
 4.670e-03 -8.760e-02 -1.752e-01 -9.640e-18  9.640e-18  8.760e-06 
 4.680e-03 -9.045e-02 -1.809e-01 -8.512e-18  8.512e-18  9.045e-06 
 4.690e-03 -9.294e-02 -1.859e-01 -7.368e-18  7.368e-18  9.294e-06 
 4.700e-03 -9.507e-02 -1.901e-01 -6.177e-18  6.177e-18  9.507e-06 
 4.710e-03 -9.682e-02 -1.936e-01 -4.979e-18  4.979e-18  9.682e-06 
 4.720e-03 -9.819e-02 -1.964e-01 -3.744e-18  3.744e-18  9.819e-06 
 4.730e-03 -9.917e-02 -1.983e-01 -2.512e-18  2.512e-18  9.917e-06 
 4.740e-03 -9.976e-02 -1.995e-01 -1.252e-18  1.252e-18  9.976e-06 
 4.750e-03 -9.996e-02 -1.999e-01 -5.906e-21  5.906e-21  9.996e-06 
 4.760e-03 -9.976e-02 -1.995e-01  1.259e-18 -1.259e-18  9.976e-06 
 4.770e-03 -9.917e-02 -1.983e-01  2.501e-18 -2.501e-18  9.917e-06 
 4.780e-03 -9.819e-02 -1.964e-01  3.751e-18 -3.751e-18  9.819e-06 
 4.790e-03 -9.682e-02 -1.936e-01  4.968e-18 -4.968e-18  9.682e-06 
 4.800e-03 -9.507e-02 -1.901e-01  6.183e-18 -6.183e-18  9.507e-06 
 4.810e-03 -9.294e-02 -1.859e-01  7.356e-18 -7.356e-18  9.294e-06 
 4.820e-03 -9.045e-02 -1.809e-01  8.518e-18 -8.518e-18  9.045e-06 
 4.830e-03 -8.760e-02 -1.752e-01  9.629e-18 -9.629e-18  8.760e-06 
 4.840e-03 -8.440e-02 -1.688e-01  1.072e-17 -1.072e-17  8.440e-06 
 4.850e-03 -8.087e-02 -1.617e-01  1.175e-17 -1.175e-17  8.087e-06 
 4.860e-03 -7.702e-02 -1.540e-01  1.275e-17 -1.275e-17  7.702e-06 
 4.870e-03 -7.287e-02 -1.457e-01  1.368e-17 -1.368e-17  7.287e-06 
 4.880e-03 -6.843e-02 -1.369e-01  1.458e-17 -1.458e-17  6.843e-06 
 4.890e-03 -6.372e-02 -1.274e-01  1.540e-17 -1.540e-17  6.372e-06 
 4.900e-03 -5.875e-02 -1.175e-01  1.618e-17 -1.618e-17  5.876e-06 
 4.910e-03 -5.356e-02 -1.071e-01  1.688e-17 -1.688e-17  5.356e-06 
 4.920e-03 -4.816e-02 -9.632e-02  1.753e-17 -1.753e-17  4.816e-06 
 4.930e-03 -4.256e-02 -8.512e-02  1.809e-17 -1.809e-17  4.256e-06 
 4.940e-03 -3.680e-02 -7.360e-02  1.860e-17 -1.860e-17  3.680e-06 
 4.950e-03 -3.089e-02 -6.178e-02  1.901e-17 -1.901e-17  3.089e-06 
 4.960e-03 -2.486e-02 -4.972e-02  1.937e-17 -1.937e-17  2.486e-06 
 4.970e-03 -1.873e-02 -3.746e-02  1.964e-17 -1.964e-17  1.873e-06 
 4.980e-03 -1.253e-02 -2.506e-02  1.985e-17 -1.985e-17  1.253e-06 
 4.990e-03 -6.276e-03 -1.256e-02  1.995e-17 -1.995e-17  6.278e-07 
 5.000e-03  3.667e-07 -3.267e-06  2.000e-17 -2.000e-17  1.634e-10 
 5.010e-03  6.277e-03  1.255e-02  1.995e-17 -1.995e-17 -6.275e-07 
 5.020e-03  1.253e-02  2.505e-02  1.985e-17 -1.985e-17 -1.253e-06 
 5.030e-03  1.873e-02  3.746e-02  1.964e-17 -1.964e-17 -1.873e-06 
 5.040e-03  2.486e-02  4.972e-02  1.938e-17 -1.938e-17 -2.486e-06 
 5.050e-03  3.089e-02  6.178e-02  1.902e-17 -1.902e-17 -3.089e-06 
 5.060e-03  3.680e-02  7.359e-02  1.860e-17 -1.860e-17 -3.680e-06 
 5.070e-03  4.256e-02  8.512e-02  1.809e-17 -1.809e-17 -4.256e-06 
 5.080e-03  4.816e-02  9.631e-02  1.753e-17 -1.753e-17 -4.815e-06 
 5.090e-03  5.356e-02  1.071e-01  1.688e-17 -1.688e-17 -5.356e-06 
 5.100e-03  5.876e-02  1.175e-01  1.618e-17 -1.618e-17 -5.875e-06 
 5.110e-03  6.372e-02  1.274e-01  1.541e-17 -1.541e-17 -6.372e-06 
 5.120e-03  6.843e-02  1.369e-01  1.458e-17 -1.458e-17 -6.843e-06 
 5.130e-03  7.287e-02  1.457e-01  1.369e-17 -1.369e-17 -7.287e-06 
 5.140e-03  7.702e-02  1.540e-01  1.275e-17 -1.275e-17 -7.702e-06 
 5.150e-03  8.087e-02  1.617e-01  1.175e-17 -1.175e-17 -8.087e-06 
 5.160e-03  8.440e-02  1.688e-01  1.072e-17 -1.072e-17 -8.440e-06 
 5.170e-03  8.760e-02  1.752e-01  9.631e-18 -9.631e-18 -8.760e-06 
 5.180e-03  9.045e-02  1.809e-01  8.521e-18 -8.521e-18 -9.045e-06 
 5.190e-03  9.294e-02  1.859e-01  7.359e-18 -7.359e-18 -9.294e-06 
 5.200e-03  9.507e-02  1.901e-01  6.185e-18 -6.185e-18 -9.507e-06 
 5.210e-03  9.682e-02  1.936e-01  4.970e-18 -4.970e-18 -9.682e-06 
 5.220e-03  9.819e-02  1.964e-01  3.753e-18 -3.753e-18 -9.819e-06 
 5.230e-03  9.917e-02  1.983e-01  2.503e-18 -2.503e-18 -9.917e-06 
 5.240e-03  9.976e-02  1.995e-01  1.261e-18 -1.261e-18 -9.976e-06 
 5.250e-03  9.996e-02  1.999e-01 -2.971e-21  2.971e-21 -9.996e-06 
 5.260e-03  9.976e-02  1.995e-01 -1.250e-18  1.250e-18 -9.976e-06 
 5.270e-03  9.917e-02  1.983e-01 -2.509e-18  2.509e-18 -9.917e-06 
 5.280e-03  9.819e-02  1.964e-01 -3.742e-18  3.742e-18 -9.819e-06 
 5.290e-03  9.682e-02  1.936e-01 -4.976e-18  4.976e-18 -9.682e-06 
 5.300e-03  9.507e-02  1.901e-01 -6.174e-18  6.174e-18 -9.507e-06 
 5.310e-03  9.294e-02  1.859e-01 -7.365e-18  7.365e-18 -9.294e-06 
 5.320e-03  9.045e-02  1.809e-01 -8.510e-18  8.510e-18 -9.045e-06 
 5.330e-03  8.760e-02  1.752e-01 -9.638e-18  9.638e-18 -8.760e-06 
 5.340e-03  8.440e-02  1.688e-01 -1.071e-17  1.071e-17 -8.440e-06 
 5.350e-03  8.087e-02  1.617e-01 -1.176e-17  1.176e-17 -8.087e-06 
 5.360e-03  7.702e-02  1.540e-01 -1.274e-17  1.274e-17 -7.702e-06 
 5.370e-03  7.287e-02  1.457e-01 -1.369e-17  1.369e-17 -7.287e-06 
 5.380e-03  6.843e-02  1.369e-01 -1.457e-17  1.457e-17 -6.843e-06 
 5.390e-03  6.372e-02  1.274e-01 -1.541e-17  1.541e-17 -6.372e-06 
 5.400e-03  5.875e-02  1.175e-01 -1.617e-17  1.617e-17 -5.876e-06 
 5.410e-03  5.356e-02  1.071e-01 -1.689e-17  1.689e-17 -5.356e-06 
 5.420e-03  4.816e-02  9.632e-02 -1.752e-17  1.752e-17 -4.816e-06 
 5.430e-03  4.256e-02  8.512e-02 -1.810e-17  1.810e-17 -4.256e-06 
 5.440e-03  3.680e-02  7.360e-02 -1.859e-17  1.859e-17 -3.680e-06 
 5.450e-03  3.089e-02  6.178e-02 -1.902e-17  1.902e-17 -3.089e-06 
 5.460e-03  2.486e-02  4.972e-02 -1.937e-17  1.937e-17 -2.486e-06 
 5.470e-03  1.873e-02  3.746e-02 -1.965e-17  1.965e-17 -1.873e-06 
 5.480e-03  1.253e-02  2.506e-02 -1.984e-17  1.984e-17 -1.253e-06 
 5.490e-03  6.276e-03  1.256e-02 -1.996e-17  1.996e-17 -6.278e-07 
 5.500e-03 -3.667e-07  3.266e-06 -1.999e-17  1.999e-17 -1.633e-10 
 5.510e-03 -6.277e-03 -1.255e-02 -1.996e-17  1.996e-17  6.275e-07 
 5.520e-03 -1.253e-02 -2.505e-02 -1.984e-17  1.984e-17  1.253e-06 
 5.530e-03 -1.873e-02 -3.746e-02 -1.965e-17  1.965e-17  1.873e-06 
 5.540e-03 -2.486e-02 -4.972e-02 -1.937e-17  1.937e-17  2.486e-06 
 5.550e-03 -3.089e-02 -6.178e-02 -1.902e-17  1.902e-17  3.089e-06 
 5.560e-03 -3.680e-02 -7.359e-02 -1.859e-17  1.859e-17  3.680e-06 
 5.570e-03 -4.256e-02 -8.512e-02 -1.810e-17  1.810e-17  4.256e-06 
 5.580e-03 -4.816e-02 -9.631e-02 -1.752e-17  1.752e-17  4.815e-06 
 5.590e-03 -5.356e-02 -1.071e-01 -1.689e-17  1.689e-17  5.356e-06 
 5.600e-03 -5.876e-02 -1.175e-01 -1.618e-17  1.618e-17  5.875e-06 
 5.610e-03 -6.372e-02 -1.274e-01 -1.541e-17  1.541e-17  6.372e-06 
 5.620e-03 -6.843e-02 -1.369e-01 -1.458e-17  1.458e-17  6.843e-06 
 5.630e-03 -7.287e-02 -1.457e-01 -1.370e-17  1.370e-17  7.287e-06 
 5.640e-03 -7.702e-02 -1.540e-01 -1.274e-17  1.274e-17  7.702e-06 
 5.650e-03 -8.087e-02 -1.617e-01 -1.176e-17  1.176e-17  8.087e-06 
 5.660e-03 -8.440e-02 -1.688e-01 -1.071e-17  1.071e-17  8.440e-06 
 5.670e-03 -8.760e-02 -1.752e-01 -9.640e-18  9.640e-18  8.760e-06 
 5.680e-03 -9.045e-02 -1.809e-01 -8.512e-18  8.512e-18  9.045e-06 
 5.690e-03 -9.294e-02 -1.859e-01 -7.367e-18  7.367e-18  9.294e-06 
 5.700e-03 -9.507e-02 -1.901e-01 -6.177e-18  6.177e-18  9.507e-06 
 5.710e-03 -9.682e-02 -1.936e-01 -4.979e-18  4.979e-18  9.682e-06 
 5.720e-03 -9.819e-02 -1.964e-01 -3.745e-18  3.745e-18  9.819e-06 
 5.730e-03 -9.917e-02 -1.983e-01 -2.512e-18  2.512e-18  9.917e-06 
 5.740e-03 -9.976e-02 -1.995e-01 -1.253e-18  1.253e-18  9.976e-06 
 5.750e-03 -9.996e-02 -1.999e-01 -5.358e-21  5.358e-21  9.996e-06 
 5.760e-03 -9.976e-02 -1.995e-01  1.258e-18 -1.258e-18  9.976e-06 
 5.770e-03 -9.917e-02 -1.983e-01  2.501e-18 -2.501e-18  9.917e-06 
 5.780e-03 -9.819e-02 -1.964e-01  3.750e-18 -3.750e-18  9.819e-06 
 5.790e-03 -9.682e-02 -1.936e-01  4.968e-18 -4.968e-18  9.682e-06 
 5.800e-03 -9.507e-02 -1.901e-01  6.183e-18 -6.183e-18  9.507e-06 
 5.810e-03 -9.294e-02 -1.859e-01  7.357e-18 -7.357e-18  9.294e-06 
 5.820e-03 -9.045e-02 -1.809e-01  8.518e-18 -8.518e-18  9.045e-06 
 5.830e-03 -8.760e-02 -1.752e-01  9.629e-18 -9.629e-18  8.760e-06 
 5.840e-03 -8.440e-02 -1.688e-01  1.072e-17 -1.072e-17  8.440e-06 
 5.850e-03 -8.087e-02 -1.617e-01  1.175e-17 -1.175e-17  8.087e-06 
 5.860e-03 -7.702e-02 -1.540e-01  1.275e-17 -1.275e-17  7.702e-06 
 5.870e-03 -7.287e-02 -1.457e-01  1.369e-17 -1.369e-17  7.287e-06 
 5.880e-03 -6.843e-02 -1.369e-01  1.458e-17 -1.458e-17  6.843e-06 
 5.890e-03 -6.372e-02 -1.274e-01  1.540e-17 -1.540e-17  6.372e-06 
 5.900e-03 -5.875e-02 -1.175e-01  1.618e-17 -1.618e-17  5.876e-06 
 5.910e-03 -5.356e-02 -1.071e-01  1.688e-17 -1.688e-17  5.356e-06 
 5.920e-03 -4.816e-02 -9.632e-02  1.753e-17 -1.753e-17  4.816e-06 
 5.930e-03 -4.256e-02 -8.512e-02  1.809e-17 -1.809e-17  4.256e-06 
 5.940e-03 -3.680e-02 -7.360e-02  1.860e-17 -1.860e-17  3.680e-06 
 5.950e-03 -3.089e-02 -6.178e-02  1.902e-17 -1.902e-17  3.089e-06 
 5.960e-03 -2.486e-02 -4.972e-02  1.937e-17 -1.937e-17  2.486e-06 
 5.970e-03 -1.873e-02 -3.746e-02  1.964e-17 -1.964e-17  1.873e-06 
 5.980e-03 -1.253e-02 -2.506e-02  1.984e-17 -1.984e-17  1.253e-06 
 5.990e-03 -6.276e-03 -1.256e-02  1.996e-17 -1.996e-17  6.278e-07 
 6.000e-03  3.667e-07 -3.267e-06  2.000e-17 -2.000e-17  1.634e-10 
 6.010e-03  6.277e-03  1.255e-02  1.996e-17 -1.996e-17 -6.275e-07 
 6.020e-03  1.253e-02  2.505e-02  1.984e-17 -1.984e-17 -1.253e-06 
 6.030e-03  1.873e-02  3.746e-02  1.964e-17 -1.964e-17 -1.873e-06 
 6.040e-03  2.486e-02  4.972e-02  1.937e-17 -1.937e-17 -2.486e-06 
 6.050e-03  3.089e-02  6.178e-02  1.902e-17 -1.902e-17 -3.089e-06 
 6.060e-03  3.680e-02  7.359e-02  1.860e-17 -1.860e-17 -3.680e-06 
