 time       v(/in)     v(/out)   
 6.540e-04 -2.486e-03  5.944e+00 
 6.550e-04 -3.089e-03  5.958e+00 
 6.560e-04 -3.680e-03  5.969e+00 
 6.570e-04 -4.256e-03  5.980e+00 
 6.580e-04 -4.816e-03  5.989e+00 
 6.590e-04 -5.356e-03  5.996e+00 
 6.600e-04 -5.876e-03  6.002e+00 
 6.610e-04 -6.372e-03  6.007e+00 
 6.620e-04 -6.843e-03  6.010e+00 
 6.630e-04 -7.287e-03  6.011e+00 
 6.640e-04 -7.702e-03  6.011e+00 
 6.650e-04 -8.087e-03  6.010e+00 
 6.660e-04 -8.440e-03  6.006e+00 
 6.670e-04 -8.760e-03  6.002e+00 
 6.680e-04 -9.045e-03  5.995e+00 
 6.690e-04 -9.294e-03  5.987e+00 
 6.700e-04 -9.507e-03  5.978e+00 
 6.710e-04 -9.682e-03  5.967e+00 
 6.720e-04 -9.819e-03  5.955e+00 
 6.730e-04 -9.917e-03  5.942e+00 
 6.740e-04 -9.976e-03  5.927e+00 
 6.750e-04 -9.996e-03  5.911e+00 
 6.760e-04 -9.976e-03  5.893e+00 
 6.770e-04 -9.917e-03  5.875e+00 
 6.780e-04 -9.819e-03  5.855e+00 
 6.790e-04 -9.682e-03  5.834e+00 
 6.800e-04 -9.507e-03  5.812e+00 
 6.810e-04 -9.294e-03  5.790e+00 
 6.820e-04 -9.045e-03  5.766e+00 
 6.830e-04 -8.760e-03  5.742e+00 
 6.840e-04 -8.440e-03  5.718e+00 
 6.850e-04 -8.087e-03  5.693e+00 
 6.860e-04 -7.702e-03  5.667e+00 
 6.870e-04 -7.287e-03  5.641e+00 
 6.880e-04 -6.843e-03  5.615e+00 
 6.890e-04 -6.372e-03  5.589e+00 
 6.900e-04 -5.875e-03  5.563e+00 
 6.910e-04 -5.356e-03  5.537e+00 
 6.920e-04 -4.816e-03  5.511e+00 
 6.930e-04 -4.256e-03  5.485e+00 
 6.940e-04 -3.680e-03  5.460e+00 
 6.950e-04 -3.089e-03  5.436e+00 
 6.960e-04 -2.486e-03  5.412e+00 
 6.970e-04 -1.873e-03  5.388e+00 
 6.980e-04 -1.253e-03  5.366e+00 
 6.990e-04 -6.276e-04  5.345e+00 
 7.000e-04  3.667e-08  5.325e+00 
 7.010e-04  6.277e-04  5.305e+00 
 7.020e-04  1.253e-03  5.287e+00 
 7.030e-04  1.873e-03  5.271e+00 
 7.040e-04  2.486e-03  5.255e+00 
 7.050e-04  3.089e-03  5.241e+00 
 7.060e-04  3.680e-03  5.229e+00 
 7.070e-04  4.256e-03  5.218e+00 
 7.080e-04  4.816e-03  5.209e+00 
 7.090e-04  5.356e-03  5.201e+00 
 7.100e-04  5.876e-03  5.195e+00 
 7.110e-04  6.372e-03  5.190e+00 
 7.120e-04  6.843e-03  5.188e+00 
 7.130e-04  7.287e-03  5.187e+00 
 7.140e-04  7.702e-03  5.187e+00 
 7.150e-04  8.087e-03  5.190e+00 
 7.160e-04  8.440e-03  5.194e+00 
 7.170e-04  8.760e-03  5.199e+00 
 7.180e-04  9.045e-03  5.206e+00 
 7.190e-04  9.294e-03  5.215e+00 
 7.200e-04  9.507e-03  5.226e+00 
 7.210e-04  9.682e-03  5.238e+00 
 7.220e-04  9.819e-03  5.251e+00 
 7.230e-04  9.917e-03  5.266e+00 
 7.240e-04  9.976e-03  5.282e+00 
 7.250e-04  9.996e-03  5.299e+00 
 7.260e-04  9.976e-03  5.318e+00 
 7.270e-04  9.917e-03  5.338e+00 
 7.280e-04  9.819e-03  5.358e+00 
 7.290e-04  9.682e-03  5.380e+00 
 7.300e-04  9.507e-03  5.402e+00 
 7.310e-04  9.294e-03  5.426e+00 
 7.320e-04  9.045e-03  5.450e+00 
 7.330e-04  8.760e-03  5.474e+00 
 7.340e-04  8.440e-03  5.499e+00 
 7.350e-04  8.087e-03  5.524e+00 
 7.360e-04  7.702e-03  5.550e+00 
 7.370e-04  7.287e-03  5.575e+00 
 7.380e-04  6.843e-03  5.601e+00 
 7.390e-04  6.372e-03  5.627e+00 
 7.400e-04  5.875e-03  5.652e+00 
 7.410e-04  5.356e-03  5.677e+00 
 7.420e-04  4.816e-03  5.702e+00 
 7.430e-04  4.256e-03  5.727e+00 
 7.440e-04  3.680e-03  5.751e+00 
 7.450e-04  3.089e-03  5.774e+00 
 7.460e-04  2.486e-03  5.797e+00 
 7.470e-04  1.873e-03  5.819e+00 
 7.480e-04  1.253e-03  5.840e+00 
 7.490e-04  6.276e-04  5.860e+00 
 7.500e-04 -3.667e-08  5.879e+00 
 7.510e-04 -6.277e-04  5.897e+00 
 7.520e-04 -1.253e-03  5.914e+00 
 7.530e-04 -1.873e-03  5.930e+00 
 7.540e-04 -2.486e-03  5.944e+00 
 7.550e-04 -3.089e-03  5.958e+00 
 7.560e-04 -3.680e-03  5.969e+00 
 7.570e-04 -4.256e-03  5.980e+00 
 7.580e-04 -4.816e-03  5.989e+00 
 7.590e-04 -5.356e-03  5.996e+00 
 7.600e-04 -5.876e-03  6.002e+00 
 7.610e-04 -6.372e-03  6.007e+00 
 7.620e-04 -6.843e-03  6.010e+00 
 7.630e-04 -7.287e-03  6.011e+00 
 7.640e-04 -7.702e-03  6.011e+00 
 7.650e-04 -8.087e-03  6.010e+00 
 7.660e-04 -8.440e-03  6.006e+00 
 7.670e-04 -8.760e-03  6.002e+00 
 7.680e-04 -9.045e-03  5.995e+00 
 7.690e-04 -9.294e-03  5.987e+00 
 7.700e-04 -9.507e-03  5.978e+00 
 7.710e-04 -9.682e-03  5.967e+00 
 7.720e-04 -9.819e-03  5.955e+00 
 7.730e-04 -9.917e-03  5.942e+00 
 7.740e-04 -9.976e-03  5.927e+00 
 7.750e-04 -9.996e-03  5.911e+00 
 7.760e-04 -9.976e-03  5.893e+00 
 7.770e-04 -9.917e-03  5.875e+00 
 7.780e-04 -9.819e-03  5.855e+00 
 7.790e-04 -9.682e-03  5.834e+00 
 7.800e-04 -9.507e-03  5.812e+00 
 7.810e-04 -9.294e-03  5.790e+00 
 7.820e-04 -9.045e-03  5.766e+00 
 7.830e-04 -8.760e-03  5.742e+00 
 7.840e-04 -8.440e-03  5.718e+00 
 7.850e-04 -8.087e-03  5.693e+00 
 7.860e-04 -7.702e-03  5.667e+00 
 7.870e-04 -7.287e-03  5.641e+00 
 7.880e-04 -6.843e-03  5.615e+00 
 7.890e-04 -6.372e-03  5.589e+00 
 7.900e-04 -5.875e-03  5.563e+00 
 7.910e-04 -5.356e-03  5.537e+00 
 7.920e-04 -4.816e-03  5.511e+00 
 7.930e-04 -4.256e-03  5.485e+00 
 7.940e-04 -3.680e-03  5.460e+00 
 7.950e-04 -3.089e-03  5.436e+00 
 7.960e-04 -2.486e-03  5.412e+00 
 7.970e-04 -1.873e-03  5.388e+00 
 7.980e-04 -1.253e-03  5.366e+00 
 7.990e-04 -6.276e-04  5.345e+00 
 8.000e-04  3.667e-08  5.325e+00 
 8.010e-04  6.277e-04  5.305e+00 
 8.020e-04  1.253e-03  5.287e+00 
 8.030e-04  1.873e-03  5.271e+00 
 8.040e-04  2.486e-03  5.255e+00 
 8.050e-04  3.089e-03  5.241e+00 
 8.060e-04  3.680e-03  5.229e+00 
 8.070e-04  4.256e-03  5.218e+00 
 8.080e-04  4.816e-03  5.209e+00 
 8.090e-04  5.356e-03  5.201e+00 
 8.100e-04  5.876e-03  5.195e+00 
 8.110e-04  6.372e-03  5.190e+00 
 8.120e-04  6.843e-03  5.188e+00 
 8.130e-04  7.287e-03  5.187e+00 
 8.140e-04  7.702e-03  5.187e+00 
 8.150e-04  8.087e-03  5.190e+00 
 8.160e-04  8.440e-03  5.194e+00 
 8.170e-04  8.760e-03  5.199e+00 
 8.180e-04  9.045e-03  5.206e+00 
 8.190e-04  9.294e-03  5.215e+00 
 8.200e-04  9.507e-03  5.226e+00 
 8.210e-04  9.682e-03  5.238e+00 
 8.220e-04  9.819e-03  5.251e+00 
 8.230e-04  9.917e-03  5.266e+00 
 8.240e-04  9.976e-03  5.282e+00 
 8.250e-04  9.996e-03  5.299e+00 
 8.260e-04  9.976e-03  5.318e+00 
 8.270e-04  9.917e-03  5.338e+00 
 8.280e-04  9.819e-03  5.358e+00 
 8.290e-04  9.682e-03  5.380e+00 
 8.300e-04  9.507e-03  5.402e+00 
 8.310e-04  9.294e-03  5.426e+00 
 8.320e-04  9.045e-03  5.450e+00 
 8.330e-04  8.760e-03  5.474e+00 
 8.340e-04  8.440e-03  5.499e+00 
 8.350e-04  8.087e-03  5.524e+00 
 8.360e-04  7.702e-03  5.550e+00 
 8.370e-04  7.287e-03  5.575e+00 
 8.380e-04  6.843e-03  5.601e+00 
 8.390e-04  6.372e-03  5.627e+00 
 8.400e-04  5.875e-03  5.652e+00 
 8.410e-04  5.356e-03  5.677e+00 
 8.420e-04  4.816e-03  5.702e+00 
 8.430e-04  4.256e-03  5.727e+00 
 8.440e-04  3.680e-03  5.751e+00 
 8.450e-04  3.089e-03  5.774e+00 
 8.460e-04  2.486e-03  5.797e+00 
 8.470e-04  1.873e-03  5.819e+00 
 8.480e-04  1.253e-03  5.840e+00 
 8.490e-04  6.276e-04  5.860e+00 
 8.500e-04 -3.667e-08  5.879e+00 
 8.510e-04 -6.277e-04  5.897e+00 
 8.520e-04 -1.253e-03  5.914e+00 
 8.530e-04 -1.873e-03  5.930e+00 
 8.540e-04 -2.486e-03  5.944e+00 
 8.550e-04 -3.089e-03  5.958e+00 
 8.560e-04 -3.680e-03  5.969e+00 
 8.570e-04 -4.256e-03  5.980e+00 
 8.580e-04 -4.816e-03  5.989e+00 
 8.590e-04 -5.356e-03  5.996e+00 
 8.600e-04 -5.876e-03  6.002e+00 
 8.610e-04 -6.372e-03  6.007e+00 
 8.620e-04 -6.843e-03  6.010e+00 
 8.630e-04 -7.287e-03  6.011e+00 
 8.640e-04 -7.702e-03  6.011e+00 
 8.650e-04 -8.087e-03  6.010e+00 
 8.660e-04 -8.440e-03  6.006e+00 
 8.670e-04 -8.760e-03  6.002e+00 
 8.680e-04 -9.045e-03  5.995e+00 
 8.690e-04 -9.294e-03  5.987e+00 
 8.700e-04 -9.507e-03  5.978e+00 
 8.710e-04 -9.682e-03  5.967e+00 
 8.720e-04 -9.819e-03  5.955e+00 
 8.730e-04 -9.917e-03  5.942e+00 
 8.740e-04 -9.976e-03  5.927e+00 
 8.750e-04 -9.996e-03  5.911e+00 
 8.760e-04 -9.976e-03  5.893e+00 
 8.770e-04 -9.917e-03  5.875e+00 
 8.780e-04 -9.819e-03  5.855e+00 
 8.790e-04 -9.682e-03  5.834e+00 
 8.800e-04 -9.507e-03  5.812e+00 
 8.810e-04 -9.294e-03  5.790e+00 
 8.820e-04 -9.045e-03  5.766e+00 
 8.830e-04 -8.760e-03  5.742e+00 
 8.840e-04 -8.440e-03  5.718e+00 
 8.850e-04 -8.087e-03  5.693e+00 
 8.860e-04 -7.702e-03  5.667e+00 
 8.870e-04 -7.287e-03  5.641e+00 
 8.880e-04 -6.843e-03  5.615e+00 
 8.890e-04 -6.372e-03  5.589e+00 
 8.900e-04 -5.875e-03  5.563e+00 
 8.910e-04 -5.356e-03  5.537e+00 
 8.920e-04 -4.816e-03  5.511e+00 
 8.930e-04 -4.256e-03  5.485e+00 
 8.940e-04 -3.680e-03  5.460e+00 
 8.950e-04 -3.089e-03  5.436e+00 
 8.960e-04 -2.486e-03  5.412e+00 
 8.970e-04 -1.873e-03  5.388e+00 
 8.980e-04 -1.253e-03  5.366e+00 
 8.990e-04 -6.276e-04  5.345e+00 
 9.000e-04  3.667e-08  5.325e+00 
 9.010e-04  6.277e-04  5.305e+00 
 9.020e-04  1.253e-03  5.287e+00 
 9.030e-04  1.873e-03  5.271e+00 
 9.040e-04  2.486e-03  5.255e+00 
 9.050e-04  3.089e-03  5.241e+00 
 9.060e-04  3.680e-03  5.229e+00 
 9.070e-04  4.256e-03  5.218e+00 
 9.080e-04  4.816e-03  5.209e+00 
 9.090e-04  5.356e-03  5.201e+00 
 9.100e-04  5.876e-03  5.195e+00 
 9.110e-04  6.372e-03  5.190e+00 
 9.120e-04  6.843e-03  5.188e+00 
 9.130e-04  7.287e-03  5.187e+00 
 9.140e-04  7.702e-03  5.187e+00 
 9.150e-04  8.087e-03  5.190e+00 
 9.160e-04  8.440e-03  5.194e+00 
 9.170e-04  8.760e-03  5.199e+00 
 9.180e-04  9.045e-03  5.206e+00 
 9.190e-04  9.294e-03  5.215e+00 
 9.200e-04  9.507e-03  5.226e+00 
 9.210e-04  9.682e-03  5.238e+00 
 9.220e-04  9.819e-03  5.251e+00 
 9.230e-04  9.917e-03  5.266e+00 
 9.240e-04  9.976e-03  5.282e+00 
 9.250e-04  9.996e-03  5.299e+00 
 9.260e-04  9.976e-03  5.318e+00 
 9.270e-04  9.917e-03  5.338e+00 
 9.280e-04  9.819e-03  5.358e+00 
 9.290e-04  9.682e-03  5.380e+00 
 9.300e-04  9.507e-03  5.402e+00 
 9.310e-04  9.294e-03  5.426e+00 
 9.320e-04  9.045e-03  5.450e+00 
 9.330e-04  8.760e-03  5.474e+00 
 9.340e-04  8.440e-03  5.499e+00 
 9.350e-04  8.087e-03  5.524e+00 
 9.360e-04  7.702e-03  5.550e+00 
 9.370e-04  7.287e-03  5.575e+00 
 9.380e-04  6.843e-03  5.601e+00 
 9.390e-04  6.372e-03  5.627e+00 
 9.400e-04  5.875e-03  5.652e+00 
 9.410e-04  5.356e-03  5.677e+00 
 9.420e-04  4.816e-03  5.702e+00 
 9.430e-04  4.256e-03  5.727e+00 
 9.440e-04  3.680e-03  5.751e+00 
 9.450e-04  3.089e-03  5.774e+00 
 9.460e-04  2.486e-03  5.797e+00 
 9.470e-04  1.873e-03  5.819e+00 
 9.480e-04  1.253e-03  5.840e+00 
 9.490e-04  6.276e-04  5.860e+00 
 9.500e-04 -3.667e-08  5.879e+00 
 9.510e-04 -6.277e-04  5.897e+00 
 9.520e-04 -1.253e-03  5.914e+00 
 9.530e-04 -1.873e-03  5.930e+00 
 9.540e-04 -2.486e-03  5.944e+00 
 9.550e-04 -3.089e-03  5.958e+00 
 9.560e-04 -3.680e-03  5.969e+00 
 9.570e-04 -4.256e-03  5.980e+00 
 9.580e-04 -4.816e-03  5.989e+00 
 9.590e-04 -5.356e-03  5.996e+00 
 9.600e-04 -5.876e-03  6.002e+00 
 9.610e-04 -6.372e-03  6.007e+00 
 9.620e-04 -6.843e-03  6.010e+00 
 9.630e-04 -7.287e-03  6.011e+00 
 9.640e-04 -7.702e-03  6.011e+00 
 9.650e-04 -8.087e-03  6.010e+00 
 9.660e-04 -8.440e-03  6.006e+00 
 9.670e-04 -8.760e-03  6.002e+00 
 9.680e-04 -9.045e-03  5.995e+00 
 9.690e-04 -9.294e-03  5.987e+00 
 9.700e-04 -9.507e-03  5.978e+00 
 9.710e-04 -9.682e-03  5.967e+00 
 9.720e-04 -9.819e-03  5.955e+00 
 9.730e-04 -9.917e-03  5.942e+00 
 9.740e-04 -9.976e-03  5.927e+00 
 9.750e-04 -9.996e-03  5.911e+00 
 9.760e-04 -9.976e-03  5.893e+00 
 9.770e-04 -9.917e-03  5.875e+00 
 9.780e-04 -9.819e-03  5.855e+00 
 9.790e-04 -9.682e-03  5.834e+00 
 9.800e-04 -9.507e-03  5.812e+00 
 9.810e-04 -9.294e-03  5.790e+00 
 9.820e-04 -9.045e-03  5.766e+00 
 9.830e-04 -8.760e-03  5.742e+00 
 9.840e-04 -8.440e-03  5.718e+00 
 9.850e-04 -8.087e-03  5.693e+00 
 9.860e-04 -7.702e-03  5.667e+00 
 9.870e-04 -7.287e-03  5.641e+00 
 9.880e-04 -6.843e-03  5.615e+00 
 9.890e-04 -6.372e-03  5.589e+00 
 9.900e-04 -5.875e-03  5.563e+00 
 9.910e-04 -5.356e-03  5.537e+00 
 9.920e-04 -4.816e-03  5.511e+00 
 9.930e-04 -4.256e-03  5.485e+00 
 9.940e-04 -3.680e-03  5.460e+00 
 9.950e-04 -3.089e-03  5.435e+00 
 9.960e-04 -2.486e-03  5.412e+00 
 9.970e-04 -1.873e-03  5.388e+00 
 9.980e-04 -1.253e-03  5.366e+00 
 9.990e-04 -6.276e-04  5.345e+00 
 1.000e-03 -2.449e-17  5.324e+00 
