 time       v(/in)     v(/out)   
 1.420e-03  2.409e+00  4.029e+00 
 1.421e-03  2.381e+00  4.029e+00 
 1.422e-03  2.354e+00  4.029e+00 
 1.423e-03  2.326e+00  4.029e+00 
 1.424e-03  2.298e+00  4.029e+00 
 1.425e-03  2.270e+00  4.029e+00 
 1.426e-03  2.242e+00  4.029e+00 
 1.427e-03  2.214e+00  4.029e+00 
 1.428e-03  2.186e+00  4.029e+00 
 1.429e-03  2.157e+00  4.029e+00 
 1.430e-03  2.129e+00  4.029e+00 
 1.431e-03  2.100e+00  4.029e+00 
 1.432e-03  2.072e+00  4.029e+00 
 1.433e-03  2.043e+00  4.029e+00 
 1.434e-03  2.015e+00  4.029e+00 
 1.435e-03  1.986e+00  4.029e+00 
 1.436e-03  1.957e+00  4.029e+00 
 1.437e-03  1.928e+00  4.029e+00 
 1.438e-03  1.899e+00  4.028e+00 
 1.439e-03  1.870e+00  4.028e+00 
 1.440e-03  1.841e+00  4.028e+00 
 1.441e-03  1.811e+00  4.028e+00 
 1.442e-03  1.782e+00  4.028e+00 
 1.443e-03  1.753e+00  4.028e+00 
 1.444e-03  1.723e+00  4.028e+00 
 1.445e-03  1.694e+00  4.028e+00 
 1.446e-03  1.664e+00  4.028e+00 
 1.447e-03  1.634e+00  4.028e+00 
 1.448e-03  1.605e+00  4.028e+00 
 1.449e-03  1.575e+00  4.028e+00 
 1.450e-03  1.545e+00  4.028e+00 
 1.451e-03  1.515e+00  4.028e+00 
 1.452e-03  1.485e+00  4.028e+00 
 1.453e-03  1.455e+00  4.028e+00 
 1.454e-03  1.425e+00  4.028e+00 
 1.455e-03  1.395e+00  4.028e+00 
 1.456e-03  1.365e+00  4.028e+00 
 1.457e-03  1.335e+00  4.028e+00 
 1.458e-03  1.304e+00  4.028e+00 
 1.459e-03  1.274e+00  4.028e+00 
 1.460e-03  1.243e+00  4.028e+00 
 1.461e-03  1.213e+00  4.028e+00 
 1.462e-03  1.182e+00  4.028e+00 
 1.463e-03  1.152e+00  4.027e+00 
 1.464e-03  1.121e+00  4.027e+00 
 1.465e-03  1.091e+00  4.027e+00 
 1.466e-03  1.060e+00  4.027e+00 
 1.467e-03  1.029e+00  4.027e+00 
 1.468e-03  9.985e-01  4.027e+00 
 1.469e-03  9.677e-01  4.027e+00 
 1.470e-03  9.369e-01  4.027e+00 
 1.471e-03  9.060e-01  4.027e+00 
 1.472e-03  8.751e-01  4.027e+00 
 1.473e-03  8.442e-01  4.027e+00 
 1.474e-03  8.132e-01  4.027e+00 
 1.475e-03  7.822e-01  4.027e+00 
 1.476e-03  7.511e-01  4.027e+00 
 1.477e-03  7.201e-01  4.027e+00 
 1.478e-03  6.889e-01  4.027e+00 
 1.479e-03  6.578e-01  4.027e+00 
 1.480e-03  6.267e-01  4.027e+00 
 1.481e-03  5.955e-01  4.027e+00 
 1.482e-03  5.643e-01  4.027e+00 
 1.483e-03  5.331e-01  4.027e+00 
 1.484e-03  5.018e-01  4.027e+00 
 1.485e-03  4.705e-01  4.027e+00 
 1.486e-03  4.393e-01  4.027e+00 
 1.487e-03  4.080e-01  4.027e+00 
 1.488e-03  3.766e-01  4.026e+00 
 1.489e-03  3.453e-01  4.026e+00 
 1.490e-03  3.140e-01  4.026e+00 
 1.491e-03  2.826e-01  4.026e+00 
 1.492e-03  2.512e-01  4.026e+00 
 1.493e-03  2.198e-01  4.026e+00 
 1.494e-03  1.885e-01  4.026e+00 
 1.495e-03  1.571e-01  4.026e+00 
 1.496e-03  1.256e-01  4.026e+00 
 1.497e-03  9.424e-02  4.026e+00 
 1.498e-03  6.283e-02  4.026e+00 
 1.499e-03  3.142e-02  4.026e+00 
 1.500e-03 -1.834e-08  4.026e+00 
 1.501e-03 -3.142e-02  4.026e+00 
 1.502e-03 -6.283e-02  4.026e+00 
 1.503e-03 -9.424e-02  4.026e+00 
 1.504e-03 -1.256e-01  4.026e+00 
 1.505e-03 -1.571e-01  4.026e+00 
 1.506e-03 -1.885e-01  4.026e+00 
 1.507e-03 -2.198e-01  4.026e+00 
 1.508e-03 -2.512e-01  4.026e+00 
 1.509e-03 -2.826e-01  4.026e+00 
 1.510e-03 -3.140e-01  4.026e+00 
 1.511e-03 -3.453e-01  4.026e+00 
 1.512e-03 -3.766e-01  4.026e+00 
 1.513e-03 -4.080e-01  4.025e+00 
 1.514e-03 -4.393e-01  4.025e+00 
 1.515e-03 -4.705e-01  4.025e+00 
 1.516e-03 -5.018e-01  4.025e+00 
 1.517e-03 -5.331e-01  4.025e+00 
 1.518e-03 -5.643e-01  4.025e+00 
 1.519e-03 -5.955e-01  4.025e+00 
 1.520e-03 -6.267e-01  4.025e+00 
 1.521e-03 -6.578e-01  4.025e+00 
 1.522e-03 -6.889e-01  4.025e+00 
 1.523e-03 -7.201e-01  4.025e+00 
 1.524e-03 -7.511e-01  4.025e+00 
 1.525e-03 -7.822e-01  4.025e+00 
 1.526e-03 -8.132e-01  4.025e+00 
 1.527e-03 -8.442e-01  4.025e+00 
 1.528e-03 -8.751e-01  4.025e+00 
 1.529e-03 -9.060e-01  4.025e+00 
 1.530e-03 -9.369e-01  4.025e+00 
 1.531e-03 -9.677e-01  4.025e+00 
 1.532e-03 -9.985e-01  4.025e+00 
 1.533e-03 -1.029e+00  4.025e+00 
 1.534e-03 -1.060e+00  4.025e+00 
 1.535e-03 -1.091e+00  4.025e+00 
 1.536e-03 -1.121e+00  4.025e+00 
 1.537e-03 -1.152e+00  4.024e+00 
 1.538e-03 -1.182e+00  4.024e+00 
 1.539e-03 -1.213e+00  4.024e+00 
 1.540e-03 -1.243e+00  4.024e+00 
 1.541e-03 -1.274e+00  4.024e+00 
 1.542e-03 -1.304e+00  4.024e+00 
 1.543e-03 -1.335e+00  4.024e+00 
 1.544e-03 -1.365e+00  4.024e+00 
 1.545e-03 -1.395e+00  4.024e+00 
 1.546e-03 -1.425e+00  4.024e+00 
 1.547e-03 -1.455e+00  4.024e+00 
 1.548e-03 -1.485e+00  4.024e+00 
 1.549e-03 -1.515e+00  4.024e+00 
 1.550e-03 -1.545e+00  4.024e+00 
 1.551e-03 -1.575e+00  4.024e+00 
 1.552e-03 -1.605e+00  4.024e+00 
 1.553e-03 -1.634e+00  4.024e+00 
 1.554e-03 -1.664e+00  4.024e+00 
 1.555e-03 -1.694e+00  4.024e+00 
 1.556e-03 -1.723e+00  4.024e+00 
 1.557e-03 -1.753e+00  4.024e+00 
 1.558e-03 -1.782e+00  4.024e+00 
 1.559e-03 -1.811e+00  4.024e+00 
 1.560e-03 -1.841e+00  4.024e+00 
 1.561e-03 -1.870e+00  4.024e+00 
 1.562e-03 -1.899e+00  4.023e+00 
 1.563e-03 -1.928e+00  4.023e+00 
 1.564e-03 -1.957e+00  4.023e+00 
 1.565e-03 -1.986e+00  4.023e+00 
 1.566e-03 -2.015e+00  4.023e+00 
 1.567e-03 -2.043e+00  4.023e+00 
 1.568e-03 -2.072e+00  4.023e+00 
 1.569e-03 -2.100e+00  4.023e+00 
 1.570e-03 -2.129e+00  4.023e+00 
 1.571e-03 -2.157e+00  4.023e+00 
 1.572e-03 -2.186e+00  4.023e+00 
 1.573e-03 -2.214e+00  4.023e+00 
 1.574e-03 -2.242e+00  4.023e+00 
 1.575e-03 -2.270e+00  4.023e+00 
 1.576e-03 -2.298e+00  4.023e+00 
 1.577e-03 -2.326e+00  4.023e+00 
 1.578e-03 -2.354e+00  4.023e+00 
 1.579e-03 -2.381e+00  4.023e+00 
 1.580e-03 -2.409e+00  4.023e+00 
 1.581e-03 -2.436e+00  4.023e+00 
 1.582e-03 -2.464e+00  4.023e+00 
 1.583e-03 -2.491e+00  4.023e+00 
 1.584e-03 -2.518e+00  4.023e+00 
 1.585e-03 -2.545e+00  4.023e+00 
 1.586e-03 -2.572e+00  4.023e+00 
 1.587e-03 -2.599e+00  4.022e+00 
 1.588e-03 -2.626e+00  4.022e+00 
 1.589e-03 -2.653e+00  4.022e+00 
 1.590e-03 -2.679e+00  4.022e+00 
 1.591e-03 -2.706e+00  4.022e+00 
 1.592e-03 -2.732e+00  4.022e+00 
 1.593e-03 -2.758e+00  4.022e+00 
 1.594e-03 -2.784e+00  4.022e+00 
 1.595e-03 -2.810e+00  4.022e+00 
 1.596e-03 -2.836e+00  4.022e+00 
 1.597e-03 -2.862e+00  4.022e+00 
 1.598e-03 -2.888e+00  4.022e+00 
 1.599e-03 -2.913e+00  4.022e+00 
 1.600e-03 -2.939e+00  4.022e+00 
 1.601e-03 -2.964e+00  4.022e+00 
 1.602e-03 -2.990e+00  4.022e+00 
 1.603e-03 -3.015e+00  4.022e+00 
 1.604e-03 -3.040e+00  4.022e+00 
 1.605e-03 -3.065e+00  4.022e+00 
 1.606e-03 -3.089e+00  4.022e+00 
 1.607e-03 -3.114e+00  4.022e+00 
 1.608e-03 -3.138e+00  4.022e+00 
 1.609e-03 -3.163e+00  4.022e+00 
 1.610e-03 -3.187e+00  4.022e+00 
 1.611e-03 -3.211e+00  4.022e+00 
 1.612e-03 -3.235e+00  4.021e+00 
 1.613e-03 -3.259e+00  4.021e+00 
 1.614e-03 -3.283e+00  4.021e+00 
 1.615e-03 -3.307e+00  4.021e+00 
 1.616e-03 -3.330e+00  4.021e+00 
 1.617e-03 -3.353e+00  4.021e+00 
 1.618e-03 -3.377e+00  4.021e+00 
 1.619e-03 -3.400e+00  4.021e+00 
 1.620e-03 -3.423e+00  4.021e+00 
 1.621e-03 -3.446e+00  4.021e+00 
 1.622e-03 -3.468e+00  4.021e+00 
 1.623e-03 -3.491e+00  4.021e+00 
 1.624e-03 -3.513e+00  4.021e+00 
 1.625e-03 -3.536e+00  4.021e+00 
 1.626e-03 -3.558e+00  4.021e+00 
 1.627e-03 -3.580e+00  4.021e+00 
 1.628e-03 -3.602e+00  4.021e+00 
 1.629e-03 -3.623e+00  4.021e+00 
 1.630e-03 -3.645e+00  4.021e+00 
 1.631e-03 -3.666e+00  4.021e+00 
 1.632e-03 -3.688e+00  4.021e+00 
 1.633e-03 -3.709e+00  4.021e+00 
 1.634e-03 -3.730e+00  4.021e+00 
 1.635e-03 -3.751e+00  4.021e+00 
 1.636e-03 -3.771e+00  4.021e+00 
 1.637e-03 -3.792e+00  4.020e+00 
 1.638e-03 -3.812e+00  4.020e+00 
 1.639e-03 -3.832e+00  4.020e+00 
 1.640e-03 -3.853e+00  4.020e+00 
 1.641e-03 -3.872e+00  4.020e+00 
 1.642e-03 -3.892e+00  4.020e+00 
 1.643e-03 -3.912e+00  4.020e+00 
 1.644e-03 -3.931e+00  4.020e+00 
 1.645e-03 -3.951e+00  4.020e+00 
 1.646e-03 -3.970e+00  4.020e+00 
 1.647e-03 -3.989e+00  4.020e+00 
 1.648e-03 -4.008e+00  4.020e+00 
 1.649e-03 -4.027e+00  4.020e+00 
 1.650e-03 -4.045e+00  4.020e+00 
 1.651e-03 -4.063e+00  4.020e+00 
 1.652e-03 -4.082e+00  4.020e+00 
 1.653e-03 -4.100e+00  4.020e+00 
 1.654e-03 -4.118e+00  4.020e+00 
 1.655e-03 -4.135e+00  4.020e+00 
 1.656e-03 -4.153e+00  4.020e+00 
 1.657e-03 -4.170e+00  4.020e+00 
 1.658e-03 -4.188e+00  4.020e+00 
 1.659e-03 -4.205e+00  4.020e+00 
 1.660e-03 -4.222e+00  4.020e+00 
 1.661e-03 -4.238e+00  4.020e+00 
 1.662e-03 -4.255e+00  4.019e+00 
 1.663e-03 -4.271e+00  4.019e+00 
 1.664e-03 -4.288e+00  4.019e+00 
 1.665e-03 -4.304e+00  4.019e+00 
 1.666e-03 -4.320e+00  4.019e+00 
 1.667e-03 -4.335e+00  4.019e+00 
 1.668e-03 -4.351e+00  4.019e+00 
 1.669e-03 -4.366e+00  4.019e+00 
 1.670e-03 -4.382e+00  4.019e+00 
 1.671e-03 -4.397e+00  4.019e+00 
 1.672e-03 -4.411e+00  4.019e+00 
 1.673e-03 -4.426e+00  4.019e+00 
 1.674e-03 -4.441e+00  4.019e+00 
 1.675e-03 -4.455e+00  4.019e+00 
 1.676e-03 -4.469e+00  4.019e+00 
 1.677e-03 -4.483e+00  4.019e+00 
 1.678e-03 -4.497e+00  4.019e+00 
 1.679e-03 -4.511e+00  4.019e+00 
 1.680e-03 -4.524e+00  4.019e+00 
 1.681e-03 -4.537e+00  4.019e+00 
 1.682e-03 -4.551e+00  4.019e+00 
 1.683e-03 -4.563e+00  4.019e+00 
 1.684e-03 -4.576e+00  4.019e+00 
 1.685e-03 -4.589e+00  4.019e+00 
 1.686e-03 -4.601e+00  4.019e+00 
 1.687e-03 -4.613e+00  4.018e+00 
 1.688e-03 -4.625e+00  4.018e+00 
 1.689e-03 -4.637e+00  4.018e+00 
 1.690e-03 -4.649e+00  4.018e+00 
 1.691e-03 -4.660e+00  4.018e+00 
 1.692e-03 -4.672e+00  4.018e+00 
 1.693e-03 -4.683e+00  4.018e+00 
 1.694e-03 -4.694e+00  4.018e+00 
 1.695e-03 -4.704e+00  4.018e+00 
 1.696e-03 -4.715e+00  4.018e+00 
 1.697e-03 -4.725e+00  4.018e+00 
 1.698e-03 -4.735e+00  4.018e+00 
 1.699e-03 -4.745e+00  4.018e+00 
 1.700e-03 -4.755e+00  4.018e+00 
 1.701e-03 -4.765e+00  4.018e+00 
 1.702e-03 -4.774e+00  4.018e+00 
 1.703e-03 -4.784e+00  4.018e+00 
 1.704e-03 -4.793e+00  4.018e+00 
 1.705e-03 -4.801e+00  4.018e+00 
 1.706e-03 -4.810e+00  4.018e+00 
 1.707e-03 -4.819e+00  4.018e+00 
 1.708e-03 -4.827e+00  4.018e+00 
 1.709e-03 -4.835e+00  4.018e+00 
 1.710e-03 -4.843e+00  4.018e+00 
 1.711e-03 -4.851e+00  4.017e+00 
 1.712e-03 -4.858e+00  4.017e+00 
 1.713e-03 -4.865e+00  4.017e+00 
 1.714e-03 -4.873e+00  4.017e+00 
 1.715e-03 -4.880e+00  4.017e+00 
 1.716e-03 -4.886e+00  4.017e+00 
 1.717e-03 -4.893e+00  4.017e+00 
 1.718e-03 -4.899e+00  4.017e+00 
 1.719e-03 -4.905e+00  4.017e+00 
 1.720e-03 -4.911e+00  4.017e+00 
 1.721e-03 -4.917e+00  4.017e+00 
 1.722e-03 -4.923e+00  4.017e+00 
 1.723e-03 -4.928e+00  4.017e+00 
 1.724e-03 -4.933e+00  4.017e+00 
 1.725e-03 -4.938e+00  4.017e+00 
 1.726e-03 -4.943e+00  4.017e+00 
 1.727e-03 -4.948e+00  4.017e+00 
 1.728e-03 -4.952e+00  4.017e+00 
 1.729e-03 -4.957e+00  4.017e+00 
 1.730e-03 -4.961e+00  4.017e+00 
 1.731e-03 -4.964e+00  4.017e+00 
 1.732e-03 -4.968e+00  4.017e+00 
 1.733e-03 -4.971e+00  4.017e+00 
 1.734e-03 -4.975e+00  4.017e+00 
 1.735e-03 -4.978e+00  4.017e+00 
 1.736e-03 -4.981e+00  4.016e+00 
 1.737e-03 -4.983e+00  4.016e+00 
 1.738e-03 -4.986e+00  4.016e+00 
 1.739e-03 -4.988e+00  4.016e+00 
 1.740e-03 -4.990e+00  4.016e+00 
 1.741e-03 -4.992e+00  4.016e+00 
 1.742e-03 -4.994e+00  4.016e+00 
 1.743e-03 -4.995e+00  4.016e+00 
 1.744e-03 -4.996e+00  4.016e+00 
 1.745e-03 -4.998e+00  4.016e+00 
 1.746e-03 -4.998e+00  4.016e+00 
 1.747e-03 -4.999e+00  4.016e+00 
 1.748e-03 -5.000e+00  4.016e+00 
 1.749e-03 -5.000e+00  4.016e+00 
 1.750e-03 -5.000e+00  4.016e+00 
 1.751e-03 -5.000e+00  4.016e+00 
 1.752e-03 -5.000e+00  4.016e+00 
 1.753e-03 -4.999e+00  4.016e+00 
 1.754e-03 -4.998e+00  4.016e+00 
 1.755e-03 -4.998e+00  4.016e+00 
 1.756e-03 -4.996e+00  4.016e+00 
 1.757e-03 -4.995e+00  4.016e+00 
 1.758e-03 -4.994e+00  4.016e+00 
 1.759e-03 -4.992e+00  4.016e+00 
 1.760e-03 -4.990e+00  4.016e+00 
 1.761e-03 -4.988e+00  4.015e+00 
 1.762e-03 -4.986e+00  4.015e+00 
 1.763e-03 -4.983e+00  4.015e+00 
 1.764e-03 -4.981e+00  4.015e+00 
 1.765e-03 -4.978e+00  4.015e+00 
 1.766e-03 -4.975e+00  4.015e+00 
 1.767e-03 -4.971e+00  4.015e+00 
 1.768e-03 -4.968e+00  4.015e+00 
 1.769e-03 -4.964e+00  4.015e+00 
 1.770e-03 -4.961e+00  4.015e+00 
 1.771e-03 -4.957e+00  4.015e+00 
 1.772e-03 -4.952e+00  4.015e+00 
 1.773e-03 -4.948e+00  4.015e+00 
 1.774e-03 -4.943e+00  4.015e+00 
 1.775e-03 -4.938e+00  4.015e+00 
 1.776e-03 -4.933e+00  4.015e+00 
 1.777e-03 -4.928e+00  4.015e+00 
 1.778e-03 -4.923e+00  4.015e+00 
 1.779e-03 -4.917e+00  4.015e+00 
 1.780e-03 -4.911e+00  4.015e+00 
 1.781e-03 -4.905e+00  4.015e+00 
 1.782e-03 -4.899e+00  4.015e+00 
 1.783e-03 -4.893e+00  4.015e+00 
 1.784e-03 -4.886e+00  4.015e+00 
 1.785e-03 -4.880e+00  4.015e+00 
 1.786e-03 -4.873e+00  4.014e+00 
 1.787e-03 -4.865e+00  4.014e+00 
 1.788e-03 -4.858e+00  4.014e+00 
 1.789e-03 -4.851e+00  4.014e+00 
 1.790e-03 -4.843e+00  4.014e+00 
 1.791e-03 -4.835e+00  4.014e+00 
 1.792e-03 -4.827e+00  4.014e+00 
 1.793e-03 -4.819e+00  4.014e+00 
 1.794e-03 -4.810e+00  4.014e+00 
 1.795e-03 -4.801e+00  4.014e+00 
 1.796e-03 -4.793e+00  4.014e+00 
 1.797e-03 -4.784e+00  4.014e+00 
 1.798e-03 -4.774e+00  4.014e+00 
 1.799e-03 -4.765e+00  4.014e+00 
 1.800e-03 -4.755e+00  4.014e+00 
 1.801e-03 -4.745e+00  4.014e+00 
 1.802e-03 -4.735e+00  4.014e+00 
 1.803e-03 -4.725e+00  4.014e+00 
 1.804e-03 -4.715e+00  4.014e+00 
 1.805e-03 -4.704e+00  4.014e+00 
 1.806e-03 -4.694e+00  4.014e+00 
 1.807e-03 -4.683e+00  4.014e+00 
 1.808e-03 -4.672e+00  4.014e+00 
 1.809e-03 -4.660e+00  4.014e+00 
 1.810e-03 -4.649e+00  4.014e+00 
 1.811e-03 -4.637e+00  4.013e+00 
 1.812e-03 -4.625e+00  4.013e+00 
 1.813e-03 -4.613e+00  4.013e+00 
 1.814e-03 -4.601e+00  4.013e+00 
 1.815e-03 -4.589e+00  4.013e+00 
 1.816e-03 -4.576e+00  4.013e+00 
 1.817e-03 -4.563e+00  4.013e+00 
 1.818e-03 -4.551e+00  4.013e+00 
 1.819e-03 -4.537e+00  4.013e+00 
 1.820e-03 -4.524e+00  4.013e+00 
 1.821e-03 -4.511e+00  4.013e+00 
 1.822e-03 -4.497e+00  4.013e+00 
 1.823e-03 -4.483e+00  4.013e+00 
 1.824e-03 -4.469e+00  4.013e+00 
 1.825e-03 -4.455e+00  4.013e+00 
 1.826e-03 -4.441e+00  4.013e+00 
 1.827e-03 -4.426e+00  4.013e+00 
 1.828e-03 -4.411e+00  4.013e+00 
 1.829e-03 -4.397e+00  4.013e+00 
 1.830e-03 -4.382e+00  4.013e+00 
 1.831e-03 -4.366e+00  4.013e+00 
 1.832e-03 -4.351e+00  4.013e+00 
 1.833e-03 -4.335e+00  4.013e+00 
 1.834e-03 -4.320e+00  4.013e+00 
 1.835e-03 -4.304e+00  4.013e+00 
 1.836e-03 -4.288e+00  4.012e+00 
 1.837e-03 -4.271e+00  4.012e+00 
 1.838e-03 -4.255e+00  4.012e+00 
 1.839e-03 -4.238e+00  4.012e+00 
 1.840e-03 -4.222e+00  4.012e+00 
 1.841e-03 -4.205e+00  4.012e+00 
 1.842e-03 -4.188e+00  4.012e+00 
 1.843e-03 -4.170e+00  4.012e+00 
 1.844e-03 -4.153e+00  4.012e+00 
 1.845e-03 -4.135e+00  4.012e+00 
 1.846e-03 -4.118e+00  4.012e+00 
 1.847e-03 -4.100e+00  4.012e+00 
 1.848e-03 -4.082e+00  4.012e+00 
 1.849e-03 -4.063e+00  4.012e+00 
 1.850e-03 -4.045e+00  4.012e+00 
 1.851e-03 -4.027e+00  4.012e+00 
 1.852e-03 -4.008e+00  4.012e+00 
 1.853e-03 -3.989e+00  4.012e+00 
 1.854e-03 -3.970e+00  4.012e+00 
 1.855e-03 -3.951e+00  4.012e+00 
 1.856e-03 -3.931e+00  4.012e+00 
 1.857e-03 -3.912e+00  4.012e+00 
 1.858e-03 -3.892e+00  4.012e+00 
 1.859e-03 -3.872e+00  4.012e+00 
 1.860e-03 -3.853e+00  4.012e+00 
 1.861e-03 -3.832e+00  4.011e+00 
 1.862e-03 -3.812e+00  4.011e+00 
 1.863e-03 -3.792e+00  4.011e+00 
 1.864e-03 -3.771e+00  4.011e+00 
 1.865e-03 -3.751e+00  4.011e+00 
 1.866e-03 -3.730e+00  4.011e+00 
 1.867e-03 -3.709e+00  4.011e+00 
 1.868e-03 -3.688e+00  4.011e+00 
 1.869e-03 -3.666e+00  4.011e+00 
 1.870e-03 -3.645e+00  4.011e+00 
 1.871e-03 -3.623e+00  4.011e+00 
 1.872e-03 -3.602e+00  4.011e+00 
 1.873e-03 -3.580e+00  4.011e+00 
 1.874e-03 -3.558e+00  4.011e+00 
 1.875e-03 -3.536e+00  4.011e+00 
 1.876e-03 -3.513e+00  4.011e+00 
 1.877e-03 -3.491e+00  4.011e+00 
 1.878e-03 -3.468e+00  4.011e+00 
 1.879e-03 -3.446e+00  4.011e+00 
 1.880e-03 -3.423e+00  4.011e+00 
 1.881e-03 -3.400e+00  4.011e+00 
 1.882e-03 -3.377e+00  4.011e+00 
 1.883e-03 -3.353e+00  4.011e+00 
 1.884e-03 -3.330e+00  4.011e+00 
 1.885e-03 -3.307e+00  4.011e+00 
 1.886e-03 -3.283e+00  4.010e+00 
 1.887e-03 -3.259e+00  4.010e+00 
 1.888e-03 -3.235e+00  4.010e+00 
 1.889e-03 -3.211e+00  4.010e+00 
 1.890e-03 -3.187e+00  4.010e+00 
 1.891e-03 -3.163e+00  4.010e+00 
 1.892e-03 -3.138e+00  4.010e+00 
 1.893e-03 -3.114e+00  4.010e+00 
 1.894e-03 -3.089e+00  4.010e+00 
 1.895e-03 -3.065e+00  4.010e+00 
 1.896e-03 -3.040e+00  4.010e+00 
 1.897e-03 -3.015e+00  4.010e+00 
 1.898e-03 -2.990e+00  4.010e+00 
 1.899e-03 -2.964e+00  4.010e+00 
 1.900e-03 -2.939e+00  4.010e+00 
 1.901e-03 -2.913e+00  4.010e+00 
 1.902e-03 -2.888e+00  4.010e+00 
 1.903e-03 -2.862e+00  4.010e+00 
 1.904e-03 -2.836e+00  4.010e+00 
 1.905e-03 -2.810e+00  4.010e+00 
 1.906e-03 -2.784e+00  4.010e+00 
 1.907e-03 -2.758e+00  4.010e+00 
 1.908e-03 -2.732e+00  4.010e+00 
 1.909e-03 -2.706e+00  4.010e+00 
 1.910e-03 -2.679e+00  4.010e+00 
 1.911e-03 -2.653e+00  4.009e+00 
 1.912e-03 -2.626e+00  4.009e+00 
 1.913e-03 -2.599e+00  4.009e+00 
 1.914e-03 -2.572e+00  4.009e+00 
 1.915e-03 -2.545e+00  4.009e+00 
 1.916e-03 -2.518e+00  4.009e+00 
 1.917e-03 -2.491e+00  4.009e+00 
 1.918e-03 -2.464e+00  4.009e+00 
 1.919e-03 -2.436e+00  4.009e+00 
 1.920e-03 -2.409e+00  4.009e+00 
 1.921e-03 -2.381e+00  4.009e+00 
 1.922e-03 -2.354e+00  4.009e+00 
 1.923e-03 -2.326e+00  4.009e+00 
 1.924e-03 -2.298e+00  4.009e+00 
 1.925e-03 -2.270e+00  4.009e+00 
 1.926e-03 -2.242e+00  4.009e+00 
 1.927e-03 -2.214e+00  4.009e+00 
 1.928e-03 -2.186e+00  4.009e+00 
 1.929e-03 -2.157e+00  4.009e+00 
 1.930e-03 -2.129e+00  4.009e+00 
 1.931e-03 -2.100e+00  4.009e+00 
 1.932e-03 -2.072e+00  4.009e+00 
 1.933e-03 -2.043e+00  4.009e+00 
 1.934e-03 -2.015e+00  4.009e+00 
 1.935e-03 -1.986e+00  4.009e+00 
 1.936e-03 -1.957e+00  4.008e+00 
 1.937e-03 -1.928e+00  4.008e+00 
 1.938e-03 -1.899e+00  4.008e+00 
 1.939e-03 -1.870e+00  4.008e+00 
 1.940e-03 -1.841e+00  4.008e+00 
 1.941e-03 -1.811e+00  4.008e+00 
 1.942e-03 -1.782e+00  4.008e+00 
 1.943e-03 -1.753e+00  4.008e+00 
 1.944e-03 -1.723e+00  4.008e+00 
 1.945e-03 -1.694e+00  4.008e+00 
 1.946e-03 -1.664e+00  4.008e+00 
 1.947e-03 -1.634e+00  4.008e+00 
 1.948e-03 -1.605e+00  4.008e+00 
 1.949e-03 -1.575e+00  4.008e+00 
 1.950e-03 -1.545e+00  4.008e+00 
 1.951e-03 -1.515e+00  4.008e+00 
 1.952e-03 -1.485e+00  4.008e+00 
 1.953e-03 -1.455e+00  4.008e+00 
 1.954e-03 -1.425e+00  4.008e+00 
 1.955e-03 -1.395e+00  4.008e+00 
 1.956e-03 -1.365e+00  4.008e+00 
 1.957e-03 -1.335e+00  4.008e+00 
 1.958e-03 -1.304e+00  4.008e+00 
 1.959e-03 -1.274e+00  4.008e+00 
 1.960e-03 -1.243e+00  4.008e+00 
 1.961e-03 -1.213e+00  4.007e+00 
 1.962e-03 -1.182e+00  4.007e+00 
 1.963e-03 -1.152e+00  4.007e+00 
 1.964e-03 -1.121e+00  4.007e+00 
 1.965e-03 -1.091e+00  4.007e+00 
 1.966e-03 -1.060e+00  4.007e+00 
 1.967e-03 -1.029e+00  4.007e+00 
 1.968e-03 -9.985e-01  4.007e+00 
 1.969e-03 -9.677e-01  4.007e+00 
 1.970e-03 -9.369e-01  4.007e+00 
 1.971e-03 -9.060e-01  4.007e+00 
 1.972e-03 -8.751e-01  4.007e+00 
 1.973e-03 -8.442e-01  4.007e+00 
 1.974e-03 -8.132e-01  4.007e+00 
 1.975e-03 -7.822e-01  4.007e+00 
 1.976e-03 -7.511e-01  4.007e+00 
 1.977e-03 -7.201e-01  4.007e+00 
 1.978e-03 -6.889e-01  4.007e+00 
 1.979e-03 -6.578e-01  4.007e+00 
 1.980e-03 -6.267e-01  4.007e+00 
 1.981e-03 -5.955e-01  4.007e+00 
 1.982e-03 -5.643e-01  4.007e+00 
 1.983e-03 -5.331e-01  4.007e+00 
 1.984e-03 -5.018e-01  4.007e+00 
 1.985e-03 -4.705e-01  4.007e+00 
 1.986e-03 -4.393e-01  4.006e+00 
 1.987e-03 -4.080e-01  4.006e+00 
 1.988e-03 -3.766e-01  4.006e+00 
 1.989e-03 -3.453e-01  4.006e+00 
 1.990e-03 -3.140e-01  4.006e+00 
 1.991e-03 -2.826e-01  4.006e+00 
 1.992e-03 -2.512e-01  4.006e+00 
 1.993e-03 -2.198e-01  4.006e+00 
 1.994e-03 -1.885e-01  4.006e+00 
 1.995e-03 -1.571e-01  4.006e+00 
 1.996e-03 -1.256e-01  4.006e+00 
 1.997e-03 -9.424e-02  4.006e+00 
 1.998e-03 -6.283e-02  4.006e+00 
 1.999e-03 -3.142e-02  4.006e+00 
 2.000e-03  1.833e-08  4.006e+00 
 2.001e-03  3.142e-02  4.006e+00 
 2.002e-03  6.283e-02  4.006e+00 
 2.003e-03  9.424e-02  4.006e+00 
 2.004e-03  1.256e-01  4.006e+00 
 2.005e-03  1.571e-01  4.006e+00 
