 time       v(/signal_in) v(/rect_out)
 8.566e-03  6.044e-01  7.877e-01 
 8.567e-03  6.130e-01  7.876e-01 
 8.568e-03  6.216e-01  7.875e-01 
 8.569e-03  6.301e-01  7.874e-01 
 8.570e-03  6.387e-01  7.874e-01 
 8.571e-03  6.472e-01  7.873e-01 
 8.572e-03  6.557e-01  7.872e-01 
 8.573e-03  6.641e-01  7.871e-01 
 8.574e-03  6.726e-01  7.871e-01 
 8.575e-03  6.810e-01  7.870e-01 
 8.576e-03  6.894e-01  7.869e-01 
 8.577e-03  6.977e-01  7.868e-01 
 8.578e-03  7.061e-01  7.867e-01 
 8.579e-03  7.144e-01  7.867e-01 
 8.580e-03  7.226e-01  7.866e-01 
 8.581e-03  7.309e-01  7.865e-01 
 8.582e-03  7.391e-01  7.864e-01 
 8.583e-03  7.473e-01  7.863e-01 
 8.584e-03  7.554e-01  7.863e-01 
 8.585e-03  7.636e-01  7.862e-01 
 8.586e-03  7.717e-01  7.861e-01 
 8.587e-03  7.797e-01  7.860e-01 
 8.588e-03  7.878e-01  7.860e-01 
 8.589e-03  7.958e-01  7.859e-01 
 8.590e-03  8.037e-01  7.858e-01 
 8.591e-03  8.117e-01  7.857e-01 
 8.592e-03  8.196e-01  7.856e-01 
 8.593e-03  8.275e-01  7.856e-01 
 8.594e-03  8.353e-01  7.855e-01 
 8.595e-03  8.431e-01  7.854e-01 
 8.596e-03  8.509e-01  7.853e-01 
 8.597e-03  8.586e-01  7.852e-01 
 8.598e-03  8.664e-01  7.852e-01 
 8.599e-03  8.740e-01  7.851e-01 
 8.600e-03  8.817e-01  7.850e-01 
 8.601e-03  8.893e-01  7.849e-01 
 8.602e-03  8.969e-01  7.849e-01 
 8.603e-03  9.044e-01  7.848e-01 
 8.604e-03  9.119e-01  7.847e-01 
 8.605e-03  9.194e-01  7.846e-01 
 8.606e-03  9.268e-01  7.845e-01 
 8.607e-03  9.342e-01  7.845e-01 
 8.608e-03  9.415e-01  7.844e-01 
 8.609e-03  9.489e-01  7.843e-01 
 8.610e-03  9.561e-01  7.842e-01 
 8.611e-03  9.634e-01  7.841e-01 
 8.612e-03  9.706e-01  7.841e-01 
 8.613e-03  9.777e-01  7.840e-01 
 8.614e-03  9.849e-01  7.839e-01 
 8.615e-03  9.920e-01  7.838e-01 
 8.616e-03  9.990e-01  7.838e-01 
 8.617e-03  1.006e+00  7.837e-01 
 8.618e-03  1.013e+00  7.836e-01 
 8.619e-03  1.020e+00  7.835e-01 
 8.620e-03  1.027e+00  7.834e-01 
 8.621e-03  1.034e+00  7.834e-01 
 8.622e-03  1.040e+00  7.833e-01 
 8.623e-03  1.047e+00  7.832e-01 
 8.624e-03  1.054e+00  7.831e-01 
 8.625e-03  1.061e+00  7.830e-01 
 8.626e-03  1.067e+00  7.830e-01 
 8.627e-03  1.074e+00  7.829e-01 
 8.628e-03  1.080e+00  7.828e-01 
 8.629e-03  1.087e+00  7.827e-01 
 8.630e-03  1.093e+00  7.827e-01 
 8.631e-03  1.100e+00  7.826e-01 
 8.632e-03  1.106e+00  7.825e-01 
 8.633e-03  1.113e+00  7.824e-01 
 8.634e-03  1.119e+00  7.823e-01 
 8.635e-03  1.125e+00  7.823e-01 
 8.636e-03  1.131e+00  7.822e-01 
 8.637e-03  1.138e+00  7.821e-01 
 8.638e-03  1.144e+00  7.820e-01 
 8.639e-03  1.150e+00  7.820e-01 
 8.640e-03  1.156e+00  7.819e-01 
 8.641e-03  1.162e+00  7.818e-01 
 8.642e-03  1.168e+00  7.817e-01 
 8.643e-03  1.174e+00  7.816e-01 
 8.644e-03  1.179e+00  7.816e-01 
 8.645e-03  1.185e+00  7.815e-01 
 8.646e-03  1.191e+00  7.814e-01 
 8.647e-03  1.197e+00  7.813e-01 
 8.648e-03  1.202e+00  7.813e-01 
 8.649e-03  1.208e+00  7.812e-01 
 8.650e-03  1.214e+00  7.811e-01 
 8.651e-03  1.219e+00  7.810e-01 
 8.652e-03  1.225e+00  7.809e-01 
 8.653e-03  1.230e+00  7.809e-01 
 8.654e-03  1.235e+00  7.808e-01 
 8.655e-03  1.241e+00  7.807e-01 
 8.656e-03  1.246e+00  7.807e-01 
 8.657e-03  1.251e+00  7.806e-01 
 8.658e-03  1.256e+00  7.805e-01 
 8.659e-03  1.261e+00  7.804e-01 
 8.660e-03  1.266e+00  7.804e-01 
 8.661e-03  1.272e+00  7.803e-01 
 8.662e-03  1.276e+00  7.803e-01 
 8.663e-03  1.281e+00  7.802e-01 
 8.664e-03  1.286e+00  7.802e-01 
 8.665e-03  1.291e+00  7.801e-01 
 8.666e-03  1.296e+00  7.801e-01 
 8.667e-03  1.301e+00  7.800e-01 
 8.668e-03  1.305e+00  7.800e-01 
 8.669e-03  1.310e+00  7.800e-01 
 8.670e-03  1.314e+00  7.800e-01 
 8.671e-03  1.319e+00  7.800e-01 
 8.672e-03  1.323e+00  7.800e-01 
 8.673e-03  1.328e+00  7.800e-01 
 8.674e-03  1.332e+00  7.800e-01 
 8.675e-03  1.337e+00  7.801e-01 
 8.676e-03  1.341e+00  7.801e-01 
 8.677e-03  1.345e+00  7.802e-01 
 8.678e-03  1.349e+00  7.803e-01 
 8.679e-03  1.353e+00  7.804e-01 
 8.680e-03  1.357e+00  7.805e-01 
 8.681e-03  1.361e+00  7.807e-01 
 8.682e-03  1.365e+00  7.808e-01 
 8.683e-03  1.369e+00  7.810e-01 
 8.684e-03  1.373e+00  7.812e-01 
 8.685e-03  1.377e+00  7.814e-01 
 8.686e-03  1.380e+00  7.817e-01 
 8.687e-03  1.384e+00  7.819e-01 
 8.688e-03  1.388e+00  7.822e-01 
 8.689e-03  1.391e+00  7.825e-01 
 8.690e-03  1.395e+00  7.828e-01 
 8.691e-03  1.398e+00  7.831e-01 
 8.692e-03  1.401e+00  7.835e-01 
 8.693e-03  1.405e+00  7.839e-01 
 8.694e-03  1.408e+00  7.842e-01 
 8.695e-03  1.411e+00  7.847e-01 
 8.696e-03  1.414e+00  7.851e-01 
 8.697e-03  1.418e+00  7.855e-01 
 8.698e-03  1.421e+00  7.860e-01 
 8.699e-03  1.424e+00  7.865e-01 
 8.700e-03  1.427e+00  7.870e-01 
 8.701e-03  1.429e+00  7.875e-01 
 8.702e-03  1.432e+00  7.880e-01 
 8.703e-03  1.435e+00  7.885e-01 
 8.704e-03  1.438e+00  7.891e-01 
 8.705e-03  1.440e+00  7.897e-01 
 8.706e-03  1.443e+00  7.903e-01 
 8.707e-03  1.446e+00  7.909e-01 
 8.708e-03  1.448e+00  7.915e-01 
 8.709e-03  1.450e+00  7.921e-01 
 8.710e-03  1.453e+00  7.927e-01 
 8.711e-03  1.455e+00  7.934e-01 
 8.712e-03  1.457e+00  7.941e-01 
 8.713e-03  1.460e+00  7.947e-01 
 8.714e-03  1.462e+00  7.954e-01 
 8.715e-03  1.464e+00  7.961e-01 
 8.716e-03  1.466e+00  7.968e-01 
 8.717e-03  1.468e+00  7.976e-01 
 8.718e-03  1.470e+00  7.983e-01 
 8.719e-03  1.472e+00  7.990e-01 
 8.720e-03  1.473e+00  7.998e-01 
 8.721e-03  1.475e+00  8.005e-01 
 8.722e-03  1.477e+00  8.013e-01 
 8.723e-03  1.478e+00  8.020e-01 
 8.724e-03  1.480e+00  8.028e-01 
 8.725e-03  1.482e+00  8.036e-01 
 8.726e-03  1.483e+00  8.044e-01 
 8.727e-03  1.484e+00  8.052e-01 
 8.728e-03  1.486e+00  8.060e-01 
 8.729e-03  1.487e+00  8.068e-01 
 8.730e-03  1.488e+00  8.076e-01 
 8.731e-03  1.489e+00  8.084e-01 
 8.732e-03  1.490e+00  8.092e-01 
 8.733e-03  1.491e+00  8.100e-01 
 8.734e-03  1.492e+00  8.108e-01 
 8.735e-03  1.493e+00  8.116e-01 
 8.736e-03  1.494e+00  8.124e-01 
 8.737e-03  1.495e+00  8.132e-01 
 8.738e-03  1.496e+00  8.140e-01 
 8.739e-03  1.496e+00  8.148e-01 
 8.740e-03  1.497e+00  8.156e-01 
 8.741e-03  1.498e+00  8.165e-01 
 8.742e-03  1.498e+00  8.173e-01 
 8.743e-03  1.499e+00  8.181e-01 
 8.744e-03  1.499e+00  8.189e-01 
 8.745e-03  1.499e+00  8.197e-01 
 8.746e-03  1.500e+00  8.204e-01 
 8.747e-03  1.500e+00  8.212e-01 
 8.748e-03  1.500e+00  8.220e-01 
 8.749e-03  1.500e+00  8.228e-01 
 8.750e-03  1.500e+00  8.236e-01 
 8.751e-03  1.500e+00  8.243e-01 
 8.752e-03  1.500e+00  8.251e-01 
 8.753e-03  1.500e+00  8.258e-01 
 8.754e-03  1.500e+00  8.266e-01 
 8.755e-03  1.499e+00  8.273e-01 
 8.756e-03  1.499e+00  8.280e-01 
 8.757e-03  1.499e+00  8.288e-01 
 8.758e-03  1.498e+00  8.295e-01 
 8.759e-03  1.498e+00  8.302e-01 
 8.760e-03  1.497e+00  8.309e-01 
 8.761e-03  1.496e+00  8.316e-01 
 8.762e-03  1.496e+00  8.322e-01 
 8.763e-03  1.495e+00  8.329e-01 
 8.764e-03  1.494e+00  8.336e-01 
 8.765e-03  1.493e+00  8.342e-01 
 8.766e-03  1.492e+00  8.348e-01 
 8.767e-03  1.491e+00  8.355e-01 
 8.768e-03  1.490e+00  8.361e-01 
 8.769e-03  1.489e+00  8.367e-01 
 8.770e-03  1.488e+00  8.372e-01 
 8.771e-03  1.487e+00  8.378e-01 
 8.772e-03  1.486e+00  8.384e-01 
 8.773e-03  1.484e+00  8.389e-01 
 8.774e-03  1.483e+00  8.394e-01 
 8.775e-03  1.482e+00  8.400e-01 
 8.776e-03  1.480e+00  8.405e-01 
 8.777e-03  1.478e+00  8.410e-01 
 8.778e-03  1.477e+00  8.414e-01 
 8.779e-03  1.475e+00  8.419e-01 
 8.780e-03  1.473e+00  8.423e-01 
 8.781e-03  1.472e+00  8.428e-01 
 8.782e-03  1.470e+00  8.432e-01 
 8.783e-03  1.468e+00  8.436e-01 
 8.784e-03  1.466e+00  8.440e-01 
 8.785e-03  1.464e+00  8.443e-01 
 8.786e-03  1.462e+00  8.447e-01 
 8.787e-03  1.460e+00  8.450e-01 
 8.788e-03  1.457e+00  8.454e-01 
 8.789e-03  1.455e+00  8.457e-01 
 8.790e-03  1.453e+00  8.460e-01 
 8.791e-03  1.450e+00  8.462e-01 
 8.792e-03  1.448e+00  8.465e-01 
 8.793e-03  1.446e+00  8.468e-01 
 8.794e-03  1.443e+00  8.470e-01 
 8.795e-03  1.440e+00  8.472e-01 
 8.796e-03  1.438e+00  8.474e-01 
 8.797e-03  1.435e+00  8.476e-01 
 8.798e-03  1.432e+00  8.478e-01 
 8.799e-03  1.429e+00  8.479e-01 
 8.800e-03  1.427e+00  8.481e-01 
 8.801e-03  1.424e+00  8.482e-01 
 8.802e-03  1.421e+00  8.483e-01 
 8.803e-03  1.418e+00  8.484e-01 
 8.804e-03  1.414e+00  8.485e-01 
 8.805e-03  1.411e+00  8.486e-01 
 8.806e-03  1.408e+00  8.486e-01 
 8.807e-03  1.405e+00  8.487e-01 
 8.808e-03  1.401e+00  8.487e-01 
 8.809e-03  1.398e+00  8.488e-01 
 8.810e-03  1.395e+00  8.488e-01 
 8.811e-03  1.391e+00  8.488e-01 
 8.812e-03  1.388e+00  8.488e-01 
 8.813e-03  1.384e+00  8.488e-01 
 8.814e-03  1.380e+00  8.488e-01 
 8.815e-03  1.377e+00  8.487e-01 
 8.816e-03  1.373e+00  8.487e-01 
 8.817e-03  1.369e+00  8.487e-01 
 8.818e-03  1.365e+00  8.486e-01 
 8.819e-03  1.361e+00  8.486e-01 
 8.820e-03  1.357e+00  8.485e-01 
 8.821e-03  1.353e+00  8.485e-01 
 8.822e-03  1.349e+00  8.484e-01 
 8.823e-03  1.345e+00  8.484e-01 
 8.824e-03  1.341e+00  8.483e-01 
 8.825e-03  1.337e+00  8.482e-01 
 8.826e-03  1.332e+00  8.482e-01 
 8.827e-03  1.328e+00  8.481e-01 
 8.828e-03  1.323e+00  8.480e-01 
 8.829e-03  1.319e+00  8.479e-01 
 8.830e-03  1.314e+00  8.478e-01 
 8.831e-03  1.310e+00  8.478e-01 
 8.832e-03  1.305e+00  8.477e-01 
 8.833e-03  1.301e+00  8.476e-01 
 8.834e-03  1.296e+00  8.475e-01 
 8.835e-03  1.291e+00  8.474e-01 
 8.836e-03  1.286e+00  8.474e-01 
 8.837e-03  1.281e+00  8.473e-01 
 8.838e-03  1.276e+00  8.472e-01 
 8.839e-03  1.272e+00  8.471e-01 
 8.840e-03  1.266e+00  8.470e-01 
 8.841e-03  1.261e+00  8.470e-01 
 8.842e-03  1.256e+00  8.469e-01 
 8.843e-03  1.251e+00  8.468e-01 
 8.844e-03  1.246e+00  8.467e-01 
 8.845e-03  1.241e+00  8.466e-01 
 8.846e-03  1.235e+00  8.465e-01 
 8.847e-03  1.230e+00  8.464e-01 
 8.848e-03  1.225e+00  8.464e-01 
 8.849e-03  1.219e+00  8.463e-01 
 8.850e-03  1.214e+00  8.462e-01 
 8.851e-03  1.208e+00  8.461e-01 
 8.852e-03  1.202e+00  8.460e-01 
 8.853e-03  1.197e+00  8.459e-01 
 8.854e-03  1.191e+00  8.459e-01 
 8.855e-03  1.185e+00  8.458e-01 
 8.856e-03  1.179e+00  8.457e-01 
 8.857e-03  1.174e+00  8.456e-01 
 8.858e-03  1.168e+00  8.455e-01 
 8.859e-03  1.162e+00  8.454e-01 
 8.860e-03  1.156e+00  8.453e-01 
 8.861e-03  1.150e+00  8.453e-01 
 8.862e-03  1.144e+00  8.452e-01 
 8.863e-03  1.138e+00  8.451e-01 
 8.864e-03  1.131e+00  8.450e-01 
 8.865e-03  1.125e+00  8.449e-01 
 8.866e-03  1.119e+00  8.448e-01 
 8.867e-03  1.113e+00  8.448e-01 
 8.868e-03  1.106e+00  8.447e-01 
 8.869e-03  1.100e+00  8.446e-01 
 8.870e-03  1.093e+00  8.445e-01 
 8.871e-03  1.087e+00  8.444e-01 
 8.872e-03  1.080e+00  8.443e-01 
 8.873e-03  1.074e+00  8.442e-01 
 8.874e-03  1.067e+00  8.442e-01 
 8.875e-03  1.061e+00  8.441e-01 
 8.876e-03  1.054e+00  8.440e-01 
 8.877e-03  1.047e+00  8.439e-01 
 8.878e-03  1.040e+00  8.438e-01 
 8.879e-03  1.034e+00  8.437e-01 
 8.880e-03  1.027e+00  8.437e-01 
 8.881e-03  1.020e+00  8.436e-01 
 8.882e-03  1.013e+00  8.435e-01 
 8.883e-03  1.006e+00  8.434e-01 
 8.884e-03  9.990e-01  8.433e-01 
 8.885e-03  9.920e-01  8.432e-01 
 8.886e-03  9.849e-01  8.432e-01 
 8.887e-03  9.777e-01  8.431e-01 
 8.888e-03  9.706e-01  8.430e-01 
 8.889e-03  9.634e-01  8.429e-01 
 8.890e-03  9.561e-01  8.428e-01 
 8.891e-03  9.489e-01  8.427e-01 
 8.892e-03  9.415e-01  8.426e-01 
 8.893e-03  9.342e-01  8.426e-01 
 8.894e-03  9.268e-01  8.425e-01 
 8.895e-03  9.194e-01  8.424e-01 
 8.896e-03  9.119e-01  8.423e-01 
 8.897e-03  9.044e-01  8.422e-01 
 8.898e-03  8.969e-01  8.421e-01 
 8.899e-03  8.893e-01  8.421e-01 
 8.900e-03  8.817e-01  8.420e-01 
 8.901e-03  8.740e-01  8.419e-01 
 8.902e-03  8.664e-01  8.418e-01 
 8.903e-03  8.586e-01  8.417e-01 
 8.904e-03  8.509e-01  8.416e-01 
 8.905e-03  8.431e-01  8.416e-01 
 8.906e-03  8.353e-01  8.415e-01 
 8.907e-03  8.275e-01  8.414e-01 
 8.908e-03  8.196e-01  8.413e-01 
 8.909e-03  8.117e-01  8.412e-01 
 8.910e-03  8.037e-01  8.411e-01 
 8.911e-03  7.958e-01  8.410e-01 
 8.912e-03  7.878e-01  8.410e-01 
 8.913e-03  7.797e-01  8.409e-01 
 8.914e-03  7.717e-01  8.408e-01 
 8.915e-03  7.636e-01  8.407e-01 
 8.916e-03  7.554e-01  8.406e-01 
 8.917e-03  7.473e-01  8.405e-01 
 8.918e-03  7.391e-01  8.405e-01 
 8.919e-03  7.309e-01  8.404e-01 
 8.920e-03  7.226e-01  8.403e-01 
 8.921e-03  7.144e-01  8.402e-01 
 8.922e-03  7.061e-01  8.401e-01 
 8.923e-03  6.977e-01  8.400e-01 
 8.924e-03  6.894e-01  8.400e-01 
 8.925e-03  6.810e-01  8.399e-01 
 8.926e-03  6.726e-01  8.398e-01 
 8.927e-03  6.641e-01  8.397e-01 
 8.928e-03  6.557e-01  8.396e-01 
 8.929e-03  6.472e-01  8.395e-01 
 8.930e-03  6.387e-01  8.395e-01 
 8.931e-03  6.301e-01  8.394e-01 
 8.932e-03  6.216e-01  8.393e-01 
 8.933e-03  6.130e-01  8.392e-01 
 8.934e-03  6.044e-01  8.391e-01 
 8.935e-03  5.957e-01  8.390e-01 
 8.936e-03  5.871e-01  8.389e-01 
 8.937e-03  5.784e-01  8.389e-01 
 8.938e-03  5.697e-01  8.388e-01 
 8.939e-03  5.609e-01  8.387e-01 
 8.940e-03  5.522e-01  8.386e-01 
 8.941e-03  5.434e-01  8.385e-01 
 8.942e-03  5.346e-01  8.384e-01 
 8.943e-03  5.258e-01  8.384e-01 
 8.944e-03  5.170e-01  8.383e-01 
 8.945e-03  5.081e-01  8.382e-01 
 8.946e-03  4.992e-01  8.381e-01 
 8.947e-03  4.903e-01  8.380e-01 
 8.948e-03  4.814e-01  8.379e-01 
 8.949e-03  4.725e-01  8.379e-01 
 8.950e-03  4.635e-01  8.378e-01 
 8.951e-03  4.546e-01  8.377e-01 
 8.952e-03  4.456e-01  8.376e-01 
 8.953e-03  4.366e-01  8.375e-01 
 8.954e-03  4.275e-01  8.374e-01 
 8.955e-03  4.185e-01  8.374e-01 
 8.956e-03  4.094e-01  8.373e-01 
 8.957e-03  4.004e-01  8.372e-01 
 8.958e-03  3.913e-01  8.371e-01 
 8.959e-03  3.822e-01  8.370e-01 
 8.960e-03  3.730e-01  8.369e-01 
 8.961e-03  3.639e-01  8.369e-01 
 8.962e-03  3.547e-01  8.368e-01 
 8.963e-03  3.456e-01  8.367e-01 
 8.964e-03  3.364e-01  8.366e-01 
 8.965e-03  3.272e-01  8.365e-01 
 8.966e-03  3.180e-01  8.364e-01 
 8.967e-03  3.088e-01  8.364e-01 
 8.968e-03  2.996e-01  8.363e-01 
 8.969e-03  2.903e-01  8.362e-01 
 8.970e-03  2.811e-01  8.361e-01 
 8.971e-03  2.718e-01  8.360e-01 
 8.972e-03  2.625e-01  8.359e-01 
 8.973e-03  2.532e-01  8.358e-01 
 8.974e-03  2.440e-01  8.358e-01 
 8.975e-03  2.347e-01  8.357e-01 
 8.976e-03  2.253e-01  8.356e-01 
 8.977e-03  2.160e-01  8.355e-01 
 8.978e-03  2.067e-01  8.354e-01 
 8.979e-03  1.973e-01  8.353e-01 
 8.980e-03  1.880e-01  8.353e-01 
 8.981e-03  1.786e-01  8.352e-01 
 8.982e-03  1.693e-01  8.351e-01 
 8.983e-03  1.599e-01  8.350e-01 
 8.984e-03  1.505e-01  8.349e-01 
 8.985e-03  1.412e-01  8.348e-01 
 8.986e-03  1.318e-01  8.348e-01 
 8.987e-03  1.224e-01  8.347e-01 
 8.988e-03  1.130e-01  8.346e-01 
 8.989e-03  1.036e-01  8.345e-01 
 8.990e-03  9.419e-02  8.344e-01 
 8.991e-03  8.478e-02  8.343e-01 
 8.992e-03  7.537e-02  8.343e-01 
 8.993e-03  6.595e-02  8.342e-01 
 8.994e-03  5.654e-02  8.341e-01 
 8.995e-03  4.712e-02  8.340e-01 
 8.996e-03  3.769e-02  8.339e-01 
 8.997e-03  2.827e-02  8.338e-01 
 8.998e-03  1.885e-02  8.338e-01 
 8.999e-03  9.425e-03  8.337e-01 
 9.000e-03 -5.499e-09  8.336e-01 
 9.001e-03 -9.425e-03  8.335e-01 
 9.002e-03 -1.885e-02  8.334e-01 
 9.003e-03 -2.827e-02  8.333e-01 
 9.004e-03 -3.769e-02  8.333e-01 
 9.005e-03 -4.712e-02  8.332e-01 
 9.006e-03 -5.654e-02  8.331e-01 
 9.007e-03 -6.595e-02  8.330e-01 
 9.008e-03 -7.537e-02  8.329e-01 
 9.009e-03 -8.478e-02  8.328e-01 
 9.010e-03 -9.419e-02  8.328e-01 
 9.011e-03 -1.036e-01  8.327e-01 
 9.012e-03 -1.130e-01  8.326e-01 
 9.013e-03 -1.224e-01  8.325e-01 
 9.014e-03 -1.318e-01  8.324e-01 
 9.015e-03 -1.412e-01  8.323e-01 
 9.016e-03 -1.505e-01  8.323e-01 
 9.017e-03 -1.599e-01  8.322e-01 
 9.018e-03 -1.693e-01  8.321e-01 
 9.019e-03 -1.786e-01  8.320e-01 
 9.020e-03 -1.880e-01  8.319e-01 
 9.021e-03 -1.973e-01  8.318e-01 
 9.022e-03 -2.067e-01  8.318e-01 
 9.023e-03 -2.160e-01  8.317e-01 
 9.024e-03 -2.253e-01  8.316e-01 
 9.025e-03 -2.347e-01  8.315e-01 
 9.026e-03 -2.440e-01  8.314e-01 
 9.027e-03 -2.532e-01  8.313e-01 
 9.028e-03 -2.625e-01  8.313e-01 
 9.029e-03 -2.718e-01  8.312e-01 
 9.030e-03 -2.811e-01  8.311e-01 
 9.031e-03 -2.903e-01  8.310e-01 
 9.032e-03 -2.996e-01  8.309e-01 
 9.033e-03 -3.088e-01  8.308e-01 
 9.034e-03 -3.180e-01  8.308e-01 
 9.035e-03 -3.272e-01  8.307e-01 
 9.036e-03 -3.364e-01  8.306e-01 
 9.037e-03 -3.456e-01  8.305e-01 
 9.038e-03 -3.547e-01  8.304e-01 
 9.039e-03 -3.639e-01  8.304e-01 
 9.040e-03 -3.730e-01  8.303e-01 
 9.041e-03 -3.822e-01  8.302e-01 
 9.042e-03 -3.913e-01  8.301e-01 
 9.043e-03 -4.004e-01  8.300e-01 
 9.044e-03 -4.094e-01  8.299e-01 
 9.045e-03 -4.185e-01  8.299e-01 
 9.046e-03 -4.275e-01  8.298e-01 
 9.047e-03 -4.366e-01  8.297e-01 
 9.048e-03 -4.456e-01  8.296e-01 
 9.049e-03 -4.546e-01  8.295e-01 
 9.050e-03 -4.635e-01  8.294e-01 
 9.051e-03 -4.725e-01  8.294e-01 
 9.052e-03 -4.814e-01  8.293e-01 
 9.053e-03 -4.903e-01  8.292e-01 
 9.054e-03 -4.992e-01  8.291e-01 
 9.055e-03 -5.081e-01  8.290e-01 
 9.056e-03 -5.170e-01  8.289e-01 
 9.057e-03 -5.258e-01  8.289e-01 
 9.058e-03 -5.346e-01  8.288e-01 
 9.059e-03 -5.434e-01  8.287e-01 
 9.060e-03 -5.522e-01  8.286e-01 
 9.061e-03 -5.609e-01  8.285e-01 
 9.062e-03 -5.697e-01  8.284e-01 
 9.063e-03 -5.784e-01  8.284e-01 
 9.064e-03 -5.871e-01  8.283e-01 
 9.065e-03 -5.957e-01  8.282e-01 
 9.066e-03 -6.044e-01  8.281e-01 
 9.067e-03 -6.130e-01  8.280e-01 
 9.068e-03 -6.216e-01  8.279e-01 
 9.069e-03 -6.301e-01  8.279e-01 
 9.070e-03 -6.387e-01  8.278e-01 
 9.071e-03 -6.472e-01  8.277e-01 
 9.072e-03 -6.557e-01  8.276e-01 
 9.073e-03 -6.641e-01  8.275e-01 
 9.074e-03 -6.726e-01  8.274e-01 
 9.075e-03 -6.810e-01  8.274e-01 
 9.076e-03 -6.894e-01  8.273e-01 
 9.077e-03 -6.977e-01  8.272e-01 
 9.078e-03 -7.061e-01  8.271e-01 
 9.079e-03 -7.144e-01  8.270e-01 
 9.080e-03 -7.226e-01  8.270e-01 
 9.081e-03 -7.309e-01  8.269e-01 
 9.082e-03 -7.391e-01  8.268e-01 
 9.083e-03 -7.473e-01  8.267e-01 
 9.084e-03 -7.554e-01  8.266e-01 
 9.085e-03 -7.636e-01  8.265e-01 
 9.086e-03 -7.717e-01  8.265e-01 
 9.087e-03 -7.797e-01  8.264e-01 
 9.088e-03 -7.878e-01  8.263e-01 
 9.089e-03 -7.958e-01  8.262e-01 
 9.090e-03 -8.037e-01  8.261e-01 
 9.091e-03 -8.117e-01  8.260e-01 
 9.092e-03 -8.196e-01  8.260e-01 
 9.093e-03 -8.275e-01  8.259e-01 
 9.094e-03 -8.353e-01  8.258e-01 
 9.095e-03 -8.431e-01  8.257e-01 
 9.096e-03 -8.509e-01  8.256e-01 
 9.097e-03 -8.586e-01  8.255e-01 
 9.098e-03 -8.664e-01  8.255e-01 
 9.099e-03 -8.740e-01  8.254e-01 
 9.100e-03 -8.817e-01  8.253e-01 
 9.101e-03 -8.893e-01  8.252e-01 
 9.102e-03 -8.969e-01  8.251e-01 
 9.103e-03 -9.044e-01  8.251e-01 
 9.104e-03 -9.119e-01  8.250e-01 
 9.105e-03 -9.194e-01  8.249e-01 
 9.106e-03 -9.268e-01  8.248e-01 
 9.107e-03 -9.342e-01  8.247e-01 
 9.108e-03 -9.415e-01  8.246e-01 
 9.109e-03 -9.489e-01  8.246e-01 
 9.110e-03 -9.561e-01  8.245e-01 
 9.111e-03 -9.634e-01  8.244e-01 
 9.112e-03 -9.706e-01  8.243e-01 
 9.113e-03 -9.777e-01  8.242e-01 
 9.114e-03 -9.849e-01  8.241e-01 
 9.115e-03 -9.920e-01  8.241e-01 
 9.116e-03 -9.990e-01  8.240e-01 
 9.117e-03 -1.006e+00  8.239e-01 
 9.118e-03 -1.013e+00  8.238e-01 
 9.119e-03 -1.020e+00  8.237e-01 
 9.120e-03 -1.027e+00  8.237e-01 
 9.121e-03 -1.034e+00  8.236e-01 
 9.122e-03 -1.040e+00  8.235e-01 
 9.123e-03 -1.047e+00  8.234e-01 
 9.124e-03 -1.054e+00  8.233e-01 
 9.125e-03 -1.061e+00  8.232e-01 
 9.126e-03 -1.067e+00  8.232e-01 
 9.127e-03 -1.074e+00  8.231e-01 
 9.128e-03 -1.080e+00  8.230e-01 
 9.129e-03 -1.087e+00  8.229e-01 
 9.130e-03 -1.093e+00  8.228e-01 
 9.131e-03 -1.100e+00  8.227e-01 
 9.132e-03 -1.106e+00  8.227e-01 
 9.133e-03 -1.113e+00  8.226e-01 
 9.134e-03 -1.119e+00  8.225e-01 
 9.135e-03 -1.125e+00  8.224e-01 
 9.136e-03 -1.131e+00  8.223e-01 
 9.137e-03 -1.138e+00  8.223e-01 
 9.138e-03 -1.144e+00  8.222e-01 
 9.139e-03 -1.150e+00  8.221e-01 
 9.140e-03 -1.156e+00  8.220e-01 
 9.141e-03 -1.162e+00  8.219e-01 
 9.142e-03 -1.168e+00  8.218e-01 
 9.143e-03 -1.174e+00  8.218e-01 
 9.144e-03 -1.179e+00  8.217e-01 
 9.145e-03 -1.185e+00  8.216e-01 
 9.146e-03 -1.191e+00  8.215e-01 
 9.147e-03 -1.197e+00  8.214e-01 
 9.148e-03 -1.202e+00  8.213e-01 
 9.149e-03 -1.208e+00  8.213e-01 
 9.150e-03 -1.214e+00  8.212e-01 
 9.151e-03 -1.219e+00  8.211e-01 
 9.152e-03 -1.225e+00  8.210e-01 
 9.153e-03 -1.230e+00  8.209e-01 
 9.154e-03 -1.235e+00  8.209e-01 
 9.155e-03 -1.241e+00  8.208e-01 
 9.156e-03 -1.246e+00  8.207e-01 
 9.157e-03 -1.251e+00  8.206e-01 
 9.158e-03 -1.256e+00  8.205e-01 
 9.159e-03 -1.261e+00  8.204e-01 
 9.160e-03 -1.266e+00  8.204e-01 
 9.161e-03 -1.272e+00  8.203e-01 
 9.162e-03 -1.276e+00  8.202e-01 
 9.163e-03 -1.281e+00  8.201e-01 
 9.164e-03 -1.286e+00  8.200e-01 
 9.165e-03 -1.291e+00  8.200e-01 
