 time       v(/signal_in) v(/rect_out)
 2.179e-03 -1.353e+00  7.802e-01 
 2.180e-03 -1.357e+00  7.801e-01 
 2.181e-03 -1.361e+00  7.801e-01 
 2.182e-03 -1.365e+00  7.800e-01 
 2.183e-03 -1.369e+00  7.799e-01 
 2.184e-03 -1.373e+00  7.798e-01 
 2.185e-03 -1.377e+00  7.798e-01 
 2.186e-03 -1.380e+00  7.797e-01 
 2.187e-03 -1.384e+00  7.796e-01 
 2.188e-03 -1.388e+00  7.795e-01 
 2.189e-03 -1.391e+00  7.794e-01 
 2.190e-03 -1.395e+00  7.794e-01 
 2.191e-03 -1.398e+00  7.793e-01 
 2.192e-03 -1.401e+00  7.792e-01 
 2.193e-03 -1.405e+00  7.791e-01 
 2.194e-03 -1.408e+00  7.791e-01 
 2.195e-03 -1.411e+00  7.790e-01 
 2.196e-03 -1.414e+00  7.789e-01 
 2.197e-03 -1.418e+00  7.788e-01 
 2.198e-03 -1.421e+00  7.787e-01 
 2.199e-03 -1.424e+00  7.787e-01 
 2.200e-03 -1.427e+00  7.786e-01 
 2.201e-03 -1.429e+00  7.785e-01 
 2.202e-03 -1.432e+00  7.784e-01 
 2.203e-03 -1.435e+00  7.784e-01 
 2.204e-03 -1.438e+00  7.783e-01 
 2.205e-03 -1.440e+00  7.782e-01 
 2.206e-03 -1.443e+00  7.781e-01 
 2.207e-03 -1.446e+00  7.780e-01 
 2.208e-03 -1.448e+00  7.780e-01 
 2.209e-03 -1.450e+00  7.779e-01 
 2.210e-03 -1.453e+00  7.778e-01 
 2.211e-03 -1.455e+00  7.777e-01 
 2.212e-03 -1.457e+00  7.777e-01 
 2.213e-03 -1.460e+00  7.776e-01 
 2.214e-03 -1.462e+00  7.775e-01 
 2.215e-03 -1.464e+00  7.774e-01 
 2.216e-03 -1.466e+00  7.773e-01 
 2.217e-03 -1.468e+00  7.773e-01 
 2.218e-03 -1.470e+00  7.772e-01 
 2.219e-03 -1.472e+00  7.771e-01 
 2.220e-03 -1.473e+00  7.770e-01 
 2.221e-03 -1.475e+00  7.770e-01 
 2.222e-03 -1.477e+00  7.769e-01 
 2.223e-03 -1.478e+00  7.768e-01 
 2.224e-03 -1.480e+00  7.767e-01 
 2.225e-03 -1.482e+00  7.766e-01 
 2.226e-03 -1.483e+00  7.766e-01 
 2.227e-03 -1.484e+00  7.765e-01 
 2.228e-03 -1.486e+00  7.764e-01 
 2.229e-03 -1.487e+00  7.763e-01 
 2.230e-03 -1.488e+00  7.763e-01 
 2.231e-03 -1.489e+00  7.762e-01 
 2.232e-03 -1.490e+00  7.761e-01 
 2.233e-03 -1.491e+00  7.760e-01 
 2.234e-03 -1.492e+00  7.759e-01 
 2.235e-03 -1.493e+00  7.759e-01 
 2.236e-03 -1.494e+00  7.758e-01 
 2.237e-03 -1.495e+00  7.757e-01 
 2.238e-03 -1.496e+00  7.756e-01 
 2.239e-03 -1.496e+00  7.756e-01 
 2.240e-03 -1.497e+00  7.755e-01 
 2.241e-03 -1.498e+00  7.754e-01 
 2.242e-03 -1.498e+00  7.753e-01 
 2.243e-03 -1.499e+00  7.752e-01 
 2.244e-03 -1.499e+00  7.752e-01 
 2.245e-03 -1.499e+00  7.751e-01 
 2.246e-03 -1.500e+00  7.750e-01 
 2.247e-03 -1.500e+00  7.749e-01 
 2.248e-03 -1.500e+00  7.749e-01 
 2.249e-03 -1.500e+00  7.748e-01 
 2.250e-03 -1.500e+00  7.747e-01 
 2.251e-03 -1.500e+00  7.746e-01 
 2.252e-03 -1.500e+00  7.746e-01 
 2.253e-03 -1.500e+00  7.745e-01 
 2.254e-03 -1.500e+00  7.744e-01 
 2.255e-03 -1.499e+00  7.743e-01 
 2.256e-03 -1.499e+00  7.742e-01 
 2.257e-03 -1.499e+00  7.742e-01 
 2.258e-03 -1.498e+00  7.741e-01 
 2.259e-03 -1.498e+00  7.740e-01 
 2.260e-03 -1.497e+00  7.739e-01 
 2.261e-03 -1.496e+00  7.739e-01 
 2.262e-03 -1.496e+00  7.738e-01 
 2.263e-03 -1.495e+00  7.737e-01 
 2.264e-03 -1.494e+00  7.736e-01 
 2.265e-03 -1.493e+00  7.735e-01 
 2.266e-03 -1.492e+00  7.735e-01 
 2.267e-03 -1.491e+00  7.734e-01 
 2.268e-03 -1.490e+00  7.733e-01 
 2.269e-03 -1.489e+00  7.732e-01 
 2.270e-03 -1.488e+00  7.732e-01 
 2.271e-03 -1.487e+00  7.731e-01 
 2.272e-03 -1.486e+00  7.730e-01 
 2.273e-03 -1.484e+00  7.729e-01 
 2.274e-03 -1.483e+00  7.728e-01 
 2.275e-03 -1.482e+00  7.728e-01 
 2.276e-03 -1.480e+00  7.727e-01 
 2.277e-03 -1.478e+00  7.726e-01 
 2.278e-03 -1.477e+00  7.725e-01 
 2.279e-03 -1.475e+00  7.725e-01 
 2.280e-03 -1.473e+00  7.724e-01 
 2.281e-03 -1.472e+00  7.723e-01 
 2.282e-03 -1.470e+00  7.722e-01 
 2.283e-03 -1.468e+00  7.722e-01 
 2.284e-03 -1.466e+00  7.721e-01 
 2.285e-03 -1.464e+00  7.720e-01 
 2.286e-03 -1.462e+00  7.719e-01 
 2.287e-03 -1.460e+00  7.718e-01 
 2.288e-03 -1.457e+00  7.718e-01 
 2.289e-03 -1.455e+00  7.717e-01 
 2.290e-03 -1.453e+00  7.716e-01 
 2.291e-03 -1.450e+00  7.715e-01 
 2.292e-03 -1.448e+00  7.715e-01 
 2.293e-03 -1.446e+00  7.714e-01 
 2.294e-03 -1.443e+00  7.713e-01 
 2.295e-03 -1.440e+00  7.712e-01 
 2.296e-03 -1.438e+00  7.711e-01 
 2.297e-03 -1.435e+00  7.711e-01 
 2.298e-03 -1.432e+00  7.710e-01 
 2.299e-03 -1.429e+00  7.709e-01 
 2.300e-03 -1.427e+00  7.708e-01 
 2.301e-03 -1.424e+00  7.708e-01 
 2.302e-03 -1.421e+00  7.707e-01 
 2.303e-03 -1.418e+00  7.706e-01 
 2.304e-03 -1.414e+00  7.705e-01 
 2.305e-03 -1.411e+00  7.705e-01 
 2.306e-03 -1.408e+00  7.704e-01 
 2.307e-03 -1.405e+00  7.703e-01 
 2.308e-03 -1.401e+00  7.702e-01 
 2.309e-03 -1.398e+00  7.701e-01 
 2.310e-03 -1.395e+00  7.701e-01 
 2.311e-03 -1.391e+00  7.700e-01 
 2.312e-03 -1.388e+00  7.699e-01 
 2.313e-03 -1.384e+00  7.698e-01 
 2.314e-03 -1.380e+00  7.698e-01 
 2.315e-03 -1.377e+00  7.697e-01 
 2.316e-03 -1.373e+00  7.696e-01 
 2.317e-03 -1.369e+00  7.695e-01 
 2.318e-03 -1.365e+00  7.695e-01 
 2.319e-03 -1.361e+00  7.694e-01 
 2.320e-03 -1.357e+00  7.693e-01 
 2.321e-03 -1.353e+00  7.692e-01 
 2.322e-03 -1.349e+00  7.691e-01 
 2.323e-03 -1.345e+00  7.691e-01 
 2.324e-03 -1.341e+00  7.690e-01 
 2.325e-03 -1.337e+00  7.689e-01 
 2.326e-03 -1.332e+00  7.688e-01 
 2.327e-03 -1.328e+00  7.688e-01 
 2.328e-03 -1.323e+00  7.687e-01 
 2.329e-03 -1.319e+00  7.686e-01 
 2.330e-03 -1.314e+00  7.685e-01 
 2.331e-03 -1.310e+00  7.685e-01 
 2.332e-03 -1.305e+00  7.684e-01 
 2.333e-03 -1.301e+00  7.683e-01 
 2.334e-03 -1.296e+00  7.682e-01 
 2.335e-03 -1.291e+00  7.681e-01 
 2.336e-03 -1.286e+00  7.681e-01 
 2.337e-03 -1.281e+00  7.680e-01 
 2.338e-03 -1.276e+00  7.679e-01 
 2.339e-03 -1.272e+00  7.678e-01 
 2.340e-03 -1.266e+00  7.678e-01 
 2.341e-03 -1.261e+00  7.677e-01 
 2.342e-03 -1.256e+00  7.676e-01 
 2.343e-03 -1.251e+00  7.675e-01 
 2.344e-03 -1.246e+00  7.675e-01 
 2.345e-03 -1.241e+00  7.674e-01 
 2.346e-03 -1.235e+00  7.673e-01 
 2.347e-03 -1.230e+00  7.672e-01 
 2.348e-03 -1.225e+00  7.672e-01 
 2.349e-03 -1.219e+00  7.671e-01 
 2.350e-03 -1.214e+00  7.670e-01 
 2.351e-03 -1.208e+00  7.669e-01 
 2.352e-03 -1.202e+00  7.668e-01 
 2.353e-03 -1.197e+00  7.668e-01 
 2.354e-03 -1.191e+00  7.667e-01 
 2.355e-03 -1.185e+00  7.666e-01 
 2.356e-03 -1.179e+00  7.665e-01 
 2.357e-03 -1.174e+00  7.665e-01 
 2.358e-03 -1.168e+00  7.664e-01 
 2.359e-03 -1.162e+00  7.663e-01 
 2.360e-03 -1.156e+00  7.662e-01 
 2.361e-03 -1.150e+00  7.662e-01 
 2.362e-03 -1.144e+00  7.661e-01 
 2.363e-03 -1.138e+00  7.660e-01 
 2.364e-03 -1.131e+00  7.659e-01 
 2.365e-03 -1.125e+00  7.658e-01 
 2.366e-03 -1.119e+00  7.658e-01 
 2.367e-03 -1.113e+00  7.657e-01 
 2.368e-03 -1.106e+00  7.656e-01 
 2.369e-03 -1.100e+00  7.655e-01 
 2.370e-03 -1.093e+00  7.655e-01 
 2.371e-03 -1.087e+00  7.654e-01 
 2.372e-03 -1.080e+00  7.653e-01 
 2.373e-03 -1.074e+00  7.652e-01 
 2.374e-03 -1.067e+00  7.652e-01 
 2.375e-03 -1.061e+00  7.651e-01 
 2.376e-03 -1.054e+00  7.650e-01 
 2.377e-03 -1.047e+00  7.649e-01 
 2.378e-03 -1.040e+00  7.649e-01 
 2.379e-03 -1.034e+00  7.648e-01 
 2.380e-03 -1.027e+00  7.647e-01 
 2.381e-03 -1.020e+00  7.646e-01 
 2.382e-03 -1.013e+00  7.645e-01 
 2.383e-03 -1.006e+00  7.645e-01 
 2.384e-03 -9.990e-01  7.644e-01 
 2.385e-03 -9.920e-01  7.643e-01 
 2.386e-03 -9.849e-01  7.642e-01 
 2.387e-03 -9.777e-01  7.642e-01 
 2.388e-03 -9.706e-01  7.641e-01 
 2.389e-03 -9.634e-01  7.640e-01 
 2.390e-03 -9.561e-01  7.639e-01 
 2.391e-03 -9.489e-01  7.639e-01 
 2.392e-03 -9.415e-01  7.638e-01 
 2.393e-03 -9.342e-01  7.637e-01 
 2.394e-03 -9.268e-01  7.636e-01 
 2.395e-03 -9.194e-01  7.636e-01 
 2.396e-03 -9.119e-01  7.635e-01 
 2.397e-03 -9.044e-01  7.634e-01 
 2.398e-03 -8.969e-01  7.633e-01 
 2.399e-03 -8.893e-01  7.632e-01 
 2.400e-03 -8.817e-01  7.632e-01 
 2.401e-03 -8.740e-01  7.631e-01 
 2.402e-03 -8.664e-01  7.630e-01 
 2.403e-03 -8.586e-01  7.629e-01 
 2.404e-03 -8.509e-01  7.629e-01 
 2.405e-03 -8.431e-01  7.628e-01 
 2.406e-03 -8.353e-01  7.627e-01 
 2.407e-03 -8.275e-01  7.626e-01 
 2.408e-03 -8.196e-01  7.626e-01 
 2.409e-03 -8.117e-01  7.625e-01 
 2.410e-03 -8.037e-01  7.624e-01 
 2.411e-03 -7.958e-01  7.623e-01 
 2.412e-03 -7.878e-01  7.623e-01 
 2.413e-03 -7.797e-01  7.622e-01 
 2.414e-03 -7.717e-01  7.621e-01 
 2.415e-03 -7.636e-01  7.620e-01 
 2.416e-03 -7.554e-01  7.620e-01 
 2.417e-03 -7.473e-01  7.619e-01 
 2.418e-03 -7.391e-01  7.618e-01 
 2.419e-03 -7.309e-01  7.617e-01 
 2.420e-03 -7.226e-01  7.616e-01 
 2.421e-03 -7.144e-01  7.616e-01 
 2.422e-03 -7.061e-01  7.615e-01 
 2.423e-03 -6.977e-01  7.614e-01 
 2.424e-03 -6.894e-01  7.613e-01 
 2.425e-03 -6.810e-01  7.613e-01 
 2.426e-03 -6.726e-01  7.612e-01 
 2.427e-03 -6.641e-01  7.611e-01 
 2.428e-03 -6.557e-01  7.610e-01 
 2.429e-03 -6.472e-01  7.610e-01 
 2.430e-03 -6.387e-01  7.609e-01 
 2.431e-03 -6.301e-01  7.608e-01 
 2.432e-03 -6.216e-01  7.607e-01 
 2.433e-03 -6.130e-01  7.607e-01 
 2.434e-03 -6.044e-01  7.606e-01 
 2.435e-03 -5.957e-01  7.605e-01 
 2.436e-03 -5.871e-01  7.604e-01 
 2.437e-03 -5.784e-01  7.604e-01 
 2.438e-03 -5.697e-01  7.603e-01 
 2.439e-03 -5.609e-01  7.602e-01 
 2.440e-03 -5.522e-01  7.601e-01 
 2.441e-03 -5.434e-01  7.600e-01 
 2.442e-03 -5.346e-01  7.600e-01 
 2.443e-03 -5.258e-01  7.599e-01 
 2.444e-03 -5.170e-01  7.598e-01 
 2.445e-03 -5.081e-01  7.597e-01 
 2.446e-03 -4.992e-01  7.597e-01 
 2.447e-03 -4.903e-01  7.596e-01 
 2.448e-03 -4.814e-01  7.595e-01 
 2.449e-03 -4.725e-01  7.594e-01 
 2.450e-03 -4.635e-01  7.594e-01 
 2.451e-03 -4.546e-01  7.593e-01 
 2.452e-03 -4.456e-01  7.592e-01 
 2.453e-03 -4.366e-01  7.591e-01 
 2.454e-03 -4.275e-01  7.591e-01 
 2.455e-03 -4.185e-01  7.590e-01 
 2.456e-03 -4.094e-01  7.589e-01 
 2.457e-03 -4.004e-01  7.588e-01 
 2.458e-03 -3.913e-01  7.588e-01 
 2.459e-03 -3.822e-01  7.587e-01 
 2.460e-03 -3.730e-01  7.586e-01 
 2.461e-03 -3.639e-01  7.585e-01 
 2.462e-03 -3.547e-01  7.585e-01 
 2.463e-03 -3.456e-01  7.584e-01 
 2.464e-03 -3.364e-01  7.583e-01 
 2.465e-03 -3.272e-01  7.582e-01 
 2.466e-03 -3.180e-01  7.582e-01 
 2.467e-03 -3.088e-01  7.581e-01 
 2.468e-03 -2.996e-01  7.580e-01 
 2.469e-03 -2.903e-01  7.579e-01 
 2.470e-03 -2.811e-01  7.578e-01 
 2.471e-03 -2.718e-01  7.578e-01 
 2.472e-03 -2.625e-01  7.577e-01 
 2.473e-03 -2.532e-01  7.576e-01 
 2.474e-03 -2.440e-01  7.575e-01 
 2.475e-03 -2.347e-01  7.575e-01 
 2.476e-03 -2.253e-01  7.574e-01 
 2.477e-03 -2.160e-01  7.573e-01 
 2.478e-03 -2.067e-01  7.572e-01 
 2.479e-03 -1.973e-01  7.572e-01 
 2.480e-03 -1.880e-01  7.571e-01 
 2.481e-03 -1.786e-01  7.570e-01 
 2.482e-03 -1.693e-01  7.569e-01 
 2.483e-03 -1.599e-01  7.569e-01 
 2.484e-03 -1.505e-01  7.568e-01 
 2.485e-03 -1.412e-01  7.567e-01 
 2.486e-03 -1.318e-01  7.566e-01 
 2.487e-03 -1.224e-01  7.566e-01 
 2.488e-03 -1.130e-01  7.565e-01 
 2.489e-03 -1.036e-01  7.564e-01 
 2.490e-03 -9.419e-02  7.563e-01 
 2.491e-03 -8.478e-02  7.563e-01 
 2.492e-03 -7.537e-02  7.562e-01 
 2.493e-03 -6.595e-02  7.561e-01 
 2.494e-03 -5.654e-02  7.560e-01 
 2.495e-03 -4.712e-02  7.560e-01 
 2.496e-03 -3.769e-02  7.559e-01 
 2.497e-03 -2.827e-02  7.558e-01 
 2.498e-03 -1.885e-02  7.557e-01 
 2.499e-03 -9.425e-03  7.557e-01 
 2.500e-03  5.501e-09  7.556e-01 
 2.501e-03  9.425e-03  7.555e-01 
 2.502e-03  1.885e-02  7.554e-01 
 2.503e-03  2.827e-02  7.554e-01 
 2.504e-03  3.769e-02  7.553e-01 
 2.505e-03  4.712e-02  7.552e-01 
 2.506e-03  5.654e-02  7.551e-01 
 2.507e-03  6.595e-02  7.550e-01 
 2.508e-03  7.537e-02  7.550e-01 
 2.509e-03  8.478e-02  7.549e-01 
 2.510e-03  9.419e-02  7.548e-01 
 2.511e-03  1.036e-01  7.547e-01 
 2.512e-03  1.130e-01  7.547e-01 
 2.513e-03  1.224e-01  7.546e-01 
 2.514e-03  1.318e-01  7.545e-01 
 2.515e-03  1.412e-01  7.544e-01 
 2.516e-03  1.505e-01  7.544e-01 
 2.517e-03  1.599e-01  7.543e-01 
 2.518e-03  1.693e-01  7.542e-01 
 2.519e-03  1.786e-01  7.541e-01 
 2.520e-03  1.880e-01  7.541e-01 
 2.521e-03  1.973e-01  7.540e-01 
 2.522e-03  2.067e-01  7.539e-01 
 2.523e-03  2.160e-01  7.538e-01 
 2.524e-03  2.253e-01  7.538e-01 
 2.525e-03  2.347e-01  7.537e-01 
 2.526e-03  2.440e-01  7.536e-01 
 2.527e-03  2.532e-01  7.535e-01 
 2.528e-03  2.625e-01  7.535e-01 
 2.529e-03  2.718e-01  7.534e-01 
 2.530e-03  2.811e-01  7.533e-01 
 2.531e-03  2.903e-01  7.532e-01 
 2.532e-03  2.996e-01  7.532e-01 
 2.533e-03  3.088e-01  7.531e-01 
 2.534e-03  3.180e-01  7.530e-01 
 2.535e-03  3.272e-01  7.529e-01 
 2.536e-03  3.364e-01  7.529e-01 
 2.537e-03  3.456e-01  7.528e-01 
 2.538e-03  3.547e-01  7.527e-01 
 2.539e-03  3.639e-01  7.526e-01 
 2.540e-03  3.730e-01  7.526e-01 
 2.541e-03  3.822e-01  7.525e-01 
 2.542e-03  3.913e-01  7.524e-01 
 2.543e-03  4.004e-01  7.523e-01 
 2.544e-03  4.094e-01  7.523e-01 
 2.545e-03  4.185e-01  7.522e-01 
 2.546e-03  4.275e-01  7.521e-01 
 2.547e-03  4.366e-01  7.520e-01 
 2.548e-03  4.456e-01  7.520e-01 
 2.549e-03  4.546e-01  7.519e-01 
 2.550e-03  4.635e-01  7.518e-01 
 2.551e-03  4.725e-01  7.517e-01 
 2.552e-03  4.814e-01  7.517e-01 
 2.553e-03  4.903e-01  7.516e-01 
 2.554e-03  4.992e-01  7.515e-01 
 2.555e-03  5.081e-01  7.514e-01 
 2.556e-03  5.170e-01  7.514e-01 
 2.557e-03  5.258e-01  7.513e-01 
 2.558e-03  5.346e-01  7.512e-01 
 2.559e-03  5.434e-01  7.511e-01 
 2.560e-03  5.522e-01  7.511e-01 
 2.561e-03  5.609e-01  7.510e-01 
 2.562e-03  5.697e-01  7.509e-01 
 2.563e-03  5.784e-01  7.508e-01 
 2.564e-03  5.871e-01  7.508e-01 
 2.565e-03  5.957e-01  7.507e-01 
 2.566e-03  6.044e-01  7.506e-01 
 2.567e-03  6.130e-01  7.505e-01 
 2.568e-03  6.216e-01  7.505e-01 
 2.569e-03  6.301e-01  7.504e-01 
 2.570e-03  6.387e-01  7.503e-01 
 2.571e-03  6.472e-01  7.502e-01 
 2.572e-03  6.557e-01  7.502e-01 
 2.573e-03  6.641e-01  7.501e-01 
 2.574e-03  6.726e-01  7.500e-01 
 2.575e-03  6.810e-01  7.499e-01 
 2.576e-03  6.894e-01  7.499e-01 
 2.577e-03  6.977e-01  7.498e-01 
 2.578e-03  7.061e-01  7.497e-01 
 2.579e-03  7.144e-01  7.496e-01 
 2.580e-03  7.226e-01  7.496e-01 
 2.581e-03  7.309e-01  7.495e-01 
 2.582e-03  7.391e-01  7.494e-01 
 2.583e-03  7.473e-01  7.493e-01 
 2.584e-03  7.554e-01  7.493e-01 
 2.585e-03  7.636e-01  7.492e-01 
 2.586e-03  7.717e-01  7.491e-01 
 2.587e-03  7.797e-01  7.490e-01 
 2.588e-03  7.878e-01  7.490e-01 
 2.589e-03  7.958e-01  7.489e-01 
 2.590e-03  8.037e-01  7.488e-01 
 2.591e-03  8.117e-01  7.487e-01 
 2.592e-03  8.196e-01  7.487e-01 
 2.593e-03  8.275e-01  7.486e-01 
 2.594e-03  8.353e-01  7.485e-01 
 2.595e-03  8.431e-01  7.484e-01 
 2.596e-03  8.509e-01  7.484e-01 
 2.597e-03  8.586e-01  7.483e-01 
 2.598e-03  8.664e-01  7.482e-01 
 2.599e-03  8.740e-01  7.481e-01 
 2.600e-03  8.817e-01  7.481e-01 
 2.601e-03  8.893e-01  7.480e-01 
 2.602e-03  8.969e-01  7.479e-01 
 2.603e-03  9.044e-01  7.478e-01 
 2.604e-03  9.119e-01  7.478e-01 
 2.605e-03  9.194e-01  7.477e-01 
 2.606e-03  9.268e-01  7.476e-01 
 2.607e-03  9.342e-01  7.475e-01 
 2.608e-03  9.415e-01  7.475e-01 
 2.609e-03  9.489e-01  7.474e-01 
 2.610e-03  9.561e-01  7.473e-01 
 2.611e-03  9.634e-01  7.472e-01 
 2.612e-03  9.706e-01  7.472e-01 
 2.613e-03  9.777e-01  7.471e-01 
 2.614e-03  9.849e-01  7.470e-01 
 2.615e-03  9.920e-01  7.469e-01 
 2.616e-03  9.990e-01  7.469e-01 
 2.617e-03  1.006e+00  7.468e-01 
 2.618e-03  1.013e+00  7.467e-01 
 2.619e-03  1.020e+00  7.466e-01 
 2.620e-03  1.027e+00  7.466e-01 
 2.621e-03  1.034e+00  7.465e-01 
 2.622e-03  1.040e+00  7.464e-01 
 2.623e-03  1.047e+00  7.463e-01 
 2.624e-03  1.054e+00  7.463e-01 
 2.625e-03  1.061e+00  7.462e-01 
 2.626e-03  1.067e+00  7.461e-01 
 2.627e-03  1.074e+00  7.460e-01 
 2.628e-03  1.080e+00  7.460e-01 
 2.629e-03  1.087e+00  7.459e-01 
 2.630e-03  1.093e+00  7.458e-01 
 2.631e-03  1.100e+00  7.457e-01 
 2.632e-03  1.106e+00  7.457e-01 
 2.633e-03  1.113e+00  7.456e-01 
 2.634e-03  1.119e+00  7.455e-01 
 2.635e-03  1.125e+00  7.454e-01 
 2.636e-03  1.131e+00  7.454e-01 
 2.637e-03  1.138e+00  7.453e-01 
 2.638e-03  1.144e+00  7.452e-01 
 2.639e-03  1.150e+00  7.452e-01 
 2.640e-03  1.156e+00  7.451e-01 
 2.641e-03  1.162e+00  7.450e-01 
 2.642e-03  1.168e+00  7.449e-01 
 2.643e-03  1.174e+00  7.449e-01 
 2.644e-03  1.179e+00  7.448e-01 
 2.645e-03  1.185e+00  7.447e-01 
 2.646e-03  1.191e+00  7.446e-01 
 2.647e-03  1.197e+00  7.446e-01 
 2.648e-03  1.202e+00  7.445e-01 
 2.649e-03  1.208e+00  7.444e-01 
 2.650e-03  1.214e+00  7.444e-01 
 2.651e-03  1.219e+00  7.443e-01 
 2.652e-03  1.225e+00  7.442e-01 
 2.653e-03  1.230e+00  7.442e-01 
 2.654e-03  1.235e+00  7.441e-01 
 2.655e-03  1.241e+00  7.441e-01 
 2.656e-03  1.246e+00  7.440e-01 
 2.657e-03  1.251e+00  7.440e-01 
 2.658e-03  1.256e+00  7.439e-01 
 2.659e-03  1.261e+00  7.439e-01 
 2.660e-03  1.266e+00  7.438e-01 
 2.661e-03  1.272e+00  7.438e-01 
 2.662e-03  1.276e+00  7.438e-01 
 2.663e-03  1.281e+00  7.438e-01 
 2.664e-03  1.286e+00  7.438e-01 
 2.665e-03  1.291e+00  7.438e-01 
 2.666e-03  1.296e+00  7.439e-01 
 2.667e-03  1.301e+00  7.439e-01 
 2.668e-03  1.305e+00  7.440e-01 
 2.669e-03  1.310e+00  7.441e-01 
 2.670e-03  1.314e+00  7.442e-01 
 2.671e-03  1.319e+00  7.443e-01 
 2.672e-03  1.323e+00  7.444e-01 
 2.673e-03  1.328e+00  7.446e-01 
 2.674e-03  1.332e+00  7.448e-01 
 2.675e-03  1.337e+00  7.450e-01 
 2.676e-03  1.341e+00  7.452e-01 
 2.677e-03  1.345e+00  7.454e-01 
 2.678e-03  1.349e+00  7.457e-01 
 2.679e-03  1.353e+00  7.460e-01 
 2.680e-03  1.357e+00  7.463e-01 
 2.681e-03  1.361e+00  7.466e-01 
 2.682e-03  1.365e+00  7.470e-01 
 2.683e-03  1.369e+00  7.474e-01 
 2.684e-03  1.373e+00  7.478e-01 
 2.685e-03  1.377e+00  7.482e-01 
 2.686e-03  1.380e+00  7.486e-01 
 2.687e-03  1.384e+00  7.491e-01 
 2.688e-03  1.388e+00  7.496e-01 
 2.689e-03  1.391e+00  7.501e-01 
 2.690e-03  1.395e+00  7.506e-01 
 2.691e-03  1.398e+00  7.511e-01 
 2.692e-03  1.401e+00  7.517e-01 
 2.693e-03  1.405e+00  7.523e-01 
 2.694e-03  1.408e+00  7.529e-01 
 2.695e-03  1.411e+00  7.535e-01 
 2.696e-03  1.414e+00  7.542e-01 
 2.697e-03  1.418e+00  7.548e-01 
 2.698e-03  1.421e+00  7.555e-01 
 2.699e-03  1.424e+00  7.562e-01 
 2.700e-03  1.427e+00  7.569e-01 
 2.701e-03  1.429e+00  7.577e-01 
 2.702e-03  1.432e+00  7.584e-01 
 2.703e-03  1.435e+00  7.592e-01 
 2.704e-03  1.438e+00  7.600e-01 
 2.705e-03  1.440e+00  7.607e-01 
 2.706e-03  1.443e+00  7.616e-01 
 2.707e-03  1.446e+00  7.624e-01 
 2.708e-03  1.448e+00  7.632e-01 
 2.709e-03  1.450e+00  7.641e-01 
 2.710e-03  1.453e+00  7.649e-01 
 2.711e-03  1.455e+00  7.658e-01 
 2.712e-03  1.457e+00  7.667e-01 
 2.713e-03  1.460e+00  7.676e-01 
 2.714e-03  1.462e+00  7.685e-01 
 2.715e-03  1.464e+00  7.694e-01 
 2.716e-03  1.466e+00  7.703e-01 
 2.717e-03  1.468e+00  7.712e-01 
 2.718e-03  1.470e+00  7.721e-01 
 2.719e-03  1.472e+00  7.731e-01 
 2.720e-03  1.473e+00  7.740e-01 
 2.721e-03  1.475e+00  7.750e-01 
 2.722e-03  1.477e+00  7.760e-01 
 2.723e-03  1.478e+00  7.769e-01 
 2.724e-03  1.480e+00  7.779e-01 
 2.725e-03  1.482e+00  7.789e-01 
 2.726e-03  1.483e+00  7.799e-01 
 2.727e-03  1.484e+00  7.808e-01 
 2.728e-03  1.486e+00  7.818e-01 
 2.729e-03  1.487e+00  7.828e-01 
 2.730e-03  1.488e+00  7.838e-01 
 2.731e-03  1.489e+00  7.848e-01 
 2.732e-03  1.490e+00  7.858e-01 
 2.733e-03  1.491e+00  7.868e-01 
 2.734e-03  1.492e+00  7.878e-01 
 2.735e-03  1.493e+00  7.888e-01 
 2.736e-03  1.494e+00  7.898e-01 
 2.737e-03  1.495e+00  7.908e-01 
 2.738e-03  1.496e+00  7.917e-01 
 2.739e-03  1.496e+00  7.927e-01 
 2.740e-03  1.497e+00  7.937e-01 
 2.741e-03  1.498e+00  7.947e-01 
 2.742e-03  1.498e+00  7.957e-01 
 2.743e-03  1.499e+00  7.966e-01 
 2.744e-03  1.499e+00  7.976e-01 
 2.745e-03  1.499e+00  7.986e-01 
 2.746e-03  1.500e+00  7.995e-01 
 2.747e-03  1.500e+00  8.005e-01 
 2.748e-03  1.500e+00  8.014e-01 
 2.749e-03  1.500e+00  8.024e-01 
 2.750e-03  1.500e+00  8.033e-01 
 2.751e-03  1.500e+00  8.042e-01 
 2.752e-03  1.500e+00  8.051e-01 
 2.753e-03  1.500e+00  8.061e-01 
 2.754e-03  1.500e+00  8.070e-01 
 2.755e-03  1.499e+00  8.078e-01 
 2.756e-03  1.499e+00  8.087e-01 
 2.757e-03  1.499e+00  8.096e-01 
 2.758e-03  1.498e+00  8.105e-01 
 2.759e-03  1.498e+00  8.113e-01 
 2.760e-03  1.497e+00  8.122e-01 
 2.761e-03  1.496e+00  8.130e-01 
 2.762e-03  1.496e+00  8.138e-01 
 2.763e-03  1.495e+00  8.146e-01 
 2.764e-03  1.494e+00  8.154e-01 
 2.765e-03  1.493e+00  8.162e-01 
 2.766e-03  1.492e+00  8.169e-01 
 2.767e-03  1.491e+00  8.177e-01 
 2.768e-03  1.490e+00  8.184e-01 
 2.769e-03  1.489e+00  8.192e-01 
 2.770e-03  1.488e+00  8.199e-01 
 2.771e-03  1.487e+00  8.206e-01 
